organisation,transparency_reg_id,source_type,preproposal_meetings_total,preproposal_meetings_commission,preproposal_meetings_ep,article_type,article_number,article_title,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
Bundesverband der Deutschen Industrie,1771817758-48,hys_feedback,2,2,0,article,43,,0.875879,"Establishes conformity assessment procedures for high-risk AI systems, including that a new conformity assessment is required upon substantial modification, but pre-determined changes in continuously learning systems documented at initial assessment do not constitute a substantial modification requiring reassessment.",ALIGNED,"The organisation explicitly argues that conformity assessment at each update would be impractical and that a renewed assessment should only be required when fundamental safety-relevant parameters change, calling for a clear definition of risk-relevant parameters that trigger reassessment. Article 43(4) directly responds to this by establishing that pre-determined changes in continuously learning AI systems, documented in the technical documentation at initial assessment, do not constitute a substantial modification requiring a new conformity assessment — precisely the kind of scoped, parameter-based approach the organisation advocated for.",1,False
Bundesverband der Deutschen Industrie,1771817758-48,hys_feedback,2,2,0,article,49,,0.84818,"Establishes mandatory CE marking requirements for high-risk AI systems, including placement, legibility, and identification number rules.",ALIGNED,"The org explicitly supports the CE mark as a ""proven marking"" and criticises voluntary labelling as an unnecessary addition that could confuse users. The provision mandates CE marking for high-risk AI systems — precisely the established, proven marking mechanism the org endorsed — rather than introducing a separate voluntary labelling scheme, which aligns with the org's advocacy position.",1,False
Bundesverband der Deutschen Industrie,1771817758-48,hys_feedback,2,2,0,article,55,,0.861198,"Requires Member States to provide SMEs and start-ups with priority sandbox access, tailored awareness activities, dedicated communication channels, and proportionally reduced conformity assessment fees based on their size.",ALIGNED,"The organisation explicitly warns that conformity assessment costs are disproportionately burdensome for small and medium-sized enterprises relative to larger companies. Article 55(2) directly responds to this concern by mandating that conformity assessment fees be reduced proportionately to the size of small-scale providers, and the broader article establishes additional support measures (sandbox priority access, awareness activities, dedicated guidance channels) that address the org's call for user-friendly, SME-sensitive regulatory design.",1,False
Bundesverband der Deutschen Industrie,1771817758-48,hys_feedback,2,2,0,article,62,,0.859945,Requires providers of high-risk AI systems to report serious incidents or malfunctioning that breach Union law protecting fundamental rights to market surveillance authorities within 15 days.,NOISE,"The org's position focuses on the liability framework and argues against a fundamental readjustment of existing safety and liability rules, advocating for caution and further investigation. This is a general stance on liability law, not a specific advocacy position on incident reporting obligations or market surveillance notification requirements. The org text does not address the subject matter of Article 62 (mandatory reporting of serious incidents to market surveillance authorities) in any directional way.",1,False
Bundesverband der Deutschen Industrie,1771817758-48,hys_feedback,2,2,0,article,67,,0.87047,"Establishes a procedure whereby market surveillance authorities can require operators to withdraw or recall AI systems that are compliant with the Regulation but still present risks, with Commission oversight and coordination across Member States.",NOISE,"The org's text focuses on the frequency and triggers for conformity assessments (particularly around updates and self-learning systems) and the need to strengthen audit/assessment capacity — neither of which is addressed by Article 67, which deals with market surveillance and recall procedures for compliant-but-risky AI systems. There is no specific advocacy position in the org text that relates to the market surveillance and withdrawal mechanism established by this provision.",2,False
Bundesverband der Deutschen Industrie,1771817758-48,hys_feedback,2,2,0,article,70,,0.858118,"Establishes confidentiality obligations for national competent authorities and notified bodies regarding information and data obtained during their tasks, including protections for intellectual property, trade secrets, public security, and criminal proceedings.",NOISE,"The org's text focuses on public communication strategy — urging the Commission to use concrete positive examples to demonstrate that critical AI applications are already addressed by existing law, in order to build societal trust. This position has no substantive connection to the confidentiality obligations for national competent authorities and notified bodies established in Article 70. The subjects are effectively unrelated.",1,False
Bundesverband der Deutschen Industrie,1771817758-48,hys_feedback,2,2,0,article,71,,0.858065,"Establishes a tiered system of administrative fines (up to 6%, 4%, or 2% of global annual turnover) for infringements of the AI Regulation, with penalties to be effective, proportionate, and dissuasive.",NOISE,"The org's position focuses on the liability framework for AI (product liability, safety regulations) and argues against a fundamental readjustment of that framework. The provision concerns administrative penalties/fines for regulatory non-compliance under the AI Act, which is a distinct subject from civil liability. The org text contains no specific advocacy position on administrative fines or penalty structures under an AI regulation.",1,False
Bundesverband der Deutschen Industrie,1771817758-48,hys_feedback,2,2,0,article,81,,0.862417,"Amends Regulation (EU) 2018/1139 to require that AI safety component requirements from the AI Act (Title III, Chapter 2) be taken into account when adopting implementing and delegated acts related to aviation AI safety components.",NOISE,"The org text focuses on liability frameworks and the adequacy of existing safety/liability regulations for AI, not on the cross-sectoral coherence of AI safety requirements in sector-specific legislation like aviation regulation. While the org mentions cross-sectoral coherence in passing, it does not express a specific directional stance on whether AI safety component requirements should be integrated into aviation sector regulations, making the connection too general to constitute specific alignment or opposition.",1,False
COCIR,05366537746-69,hys_feedback,0,0,0,article,51,,0.84897,Requires providers of high-risk AI systems listed under Article 6(2) to register those systems in the EU database before placing them on the market or putting them into service.,UNDETECTABLE,"COCIR advocates for a refined and carefully calibrated definition of ""high-risk"" AI, particularly seeking clarity on how medical devices (e.g., MDR classes 1, 2a, 2b) would be classified and whether they qualify as high-risk AI applications. The provision establishes a registration obligation specifically for high-risk AI systems under Article 6(2), which is directly tied to the high-risk classification COCIR is commenting on. However, COCIR's position focuses on the scope and criteria of the high-risk classification itself — not on whether a registration requirement should exist — making it genuinely unclear whether this provision satisfies, contradicts, or ignores their advocacy.",1,False
Center for Data Innovation,,hys_feedback,0,0,0,article,41,,0.858324,"Empowers the Commission to adopt common specifications for high-risk AI systems via implementing acts when harmonised standards are absent or insufficient, and grants presumption of conformity to systems complying with those specifications.",NOISE,"The org's text argues broadly that the Commission has not made the case for AI-specific regulations, but does not take any specific directional stance on the mechanism of common specifications or harmonised standards. The position is a general critique of the regulatory initiative rather than a specific advocacy position on the common specifications article.",1,False
Center for Data Innovation,,hys_feedback,0,0,0,article,54,,0.856866,Establishes conditions under which personal data lawfully collected for other purposes may be further processed within AI regulatory sandboxes for developing AI systems in the public interest.,NOISE,"The org's text argues against the need for AI-specific regulations altogether, contending that existing frameworks are sufficient to address AI-related harms. This is a general meta-level argument about regulatory necessity, not a specific advocacy position on sandbox data processing rules or the conditions under which personal data may be reused in sandboxes. There is no substantive directional stance on the specific mechanism Article 54 establishes.",1,False
Center for Data Innovation,,hys_feedback,0,0,0,article,7,,0.879049,"Empowers the Commission to adopt delegated acts to add new high-risk AI systems to Annex III based on specific risk criteria related to health, safety, and fundamental rights.",OPPOSING,"The Center for Data Innovation explicitly argues that the Commission has failed to make the case for AI-specific regulations, contending that potential AI harms are not new or unique to AI and that existing regulatory frameworks may be sufficient. The provision, however, takes concrete action by establishing and expanding an AI-specific regulatory mechanism (the high-risk classification list), which is precisely the kind of AI-specific regulation the org argues is unwarranted.",1,False
Center for Data Innovation,,hys_feedback,0,0,0,article,78,,0.843824,"Amends Directive 2014/90/EU to require the Commission to take into account the AI Act's mandatory requirements (Title III, Chapter 2) when overseeing AI systems that are safety components in the marine equipment sector.",OPPOSING,"The Center for Data Innovation explicitly argues against mandatory AI-specific regulation (Option 3), contending that existing sector-specific directives already cover AI safety and that creating explicit AI references in directives would become outdated. This provision does the opposite — it embeds mandatory AI Act requirements into a sector-specific directive (marine equipment), directly contradicting the organisation's position that such cross-cutting AI mandates are unnecessary and harmful to EU competitiveness.",1,False
Confederation of Industry of the Czech Republic,785320514128-81,hys_feedback,0,0,0,article,2,,0.868501,"Establishes the territorial and material scope of the AI Regulation, defining which providers, users, and AI systems it applies to, including exclusions for military purposes and certain third-country authorities.",NOISE,"The organisation's position advocates for a proportionate, risk-based approach and soft law/self-regulation over prescriptive rules, but does not take any specific stance on the territorial or material scope of the regulation. The provision defines who and what falls under the regulation's scope, which is not addressed by the org's general advocacy for proportionality and soft law principles.",1,False
Confederation of Industry of the Czech Republic,785320514128-81,hys_feedback,0,0,0,article,29,,0.861441,"Establishes specific obligations for users of high-risk AI systems, including following instructions of use, monitoring system operation, maintaining logs, and reporting incidents or malfunctions.",UNDETECTABLE,"The org advocates for a risk-based approach limited to high-risk AI applications and favours a combination of ex-ante self-assessment and ex-post enforcement to avoid unnecessary burdens. Article 29 does apply exclusively to high-risk AI systems (consistent with the org's preference), but it imposes detailed ex-ante operational obligations (log-keeping, monitoring, instructions compliance) on users rather than the lighter-touch ex-post enforcement model the org preferred. It is genuinely unclear whether the org would view these user obligations as proportionate and aligned with their vision or as the kind of disproportionate, burdensome rules they warned against.",1,False
Confederation of Industry of the Czech Republic,785320514128-81,hys_feedback,0,0,0,article,53,,0.874103,"Establishes AI regulatory sandboxes as controlled environments for developing, testing, and validating innovative AI systems under competent authority supervision, with specific rules on liability, cooperation, and implementing acts.",NOISE,"The organisation's text expresses general support for a proportionate, risk-based approach to AI regulation and soft law/self-regulation principles, but does not take any specific stance on AI regulatory sandboxes. The org text contains no mention of sandboxes, controlled testing environments, or any position that could be evaluated against this specific provision.",1,False
Confederation of Industry of the Czech Republic,785320514128-81,hys_feedback,0,0,0,article,65,,0.870843,"Establishes a detailed procedure for market surveillance authorities to evaluate, restrict, withdraw, or recall AI systems presenting a risk, including cross-border coordination and corrective action requirements for operators.",NOISE,"The organisation's text expresses only general support for a proportionate, risk-based approach to AI regulation and a preference for soft law/self-regulation, without taking any specific stance on market surveillance procedures, corrective action mechanisms, or cross-border enforcement coordination. There is no directional advocacy position that can be meaningfully evaluated against this specific procedural provision.",1,False
Confederation of Industry of the Czech Republic,785320514128-81,hys_feedback,0,0,0,article,67,,0.869763,"Establishes a mechanism whereby market surveillance authorities can require operators to withdraw or recall AI systems that, despite being compliant with the Regulation, present risks to health, safety, fundamental rights, or public interest, with Commission oversight and coordination across Member States.",NOISE,"The organisation's text expresses general support for a proportionate, risk-based approach to AI regulation and soft-law/self-regulation options, but does not take any specific stance on market surveillance mechanisms, withdrawal/recall procedures, or compliant-but-risky AI systems. The position is too general and high-level to constitute a specific advocacy position that can be evaluated against this provision.",1,False
Confederation of Industry of the Czech Republic,785320514128-81,hys_feedback,0,0,0,article,7,,0.875637,"Empowers the Commission to adopt delegated acts to add new high-risk AI systems to Annex III based on criteria including probability and severity of harm, intended purpose, extent of use, and vulnerability of affected persons.",ALIGNED,"The organisation explicitly advocates that risk assessment should reflect the probability of harm (not just severity) and take into account the wider operational context, and the provision directly incorporates probability of harm (Article 7(1)(b)) and multiple contextual criteria (e.g., extent of use, reversibility of outcomes, dependency of affected persons) when determining high-risk classification. This is a clear case where the provision acts in the specific direction the organisation advocated — a nuanced, criteria-based risk assessment for high-risk AI classification.",1,False
Confederation of Industry of the Czech Republic,785320514128-81,hys_feedback,0,0,0,article,80,,0.851704,"Requires that when delegated acts are adopted concerning AI systems that are safety components in vehicles under Regulation (EU) 2018/858, the requirements for high-risk AI systems set out in Title III, Chapter 2 of the AI Regulation must be taken into account.",ALIGNED,"The organisation explicitly supports limiting AI regulation to ""high-risk"" AI applications and welcomes the Commission's focused, category-specific approach to mandatory AI requirements. The provision directly implements this approach by applying high-risk AI requirements (Title III, Chapter 2) specifically to AI systems functioning as safety components in vehicles — a targeted, category-specific application of high-risk AI rules, consistent with what the organisation advocated for.",1,False
Confederation of Industry of the Czech Republic,785320514128-81,hys_feedback,0,0,0,article,81,,0.864569,"Amends Regulation (EU) 2018/1139 to require that AI Act requirements (Title III, Chapter 2) be taken into account when adopting implementing and delegated acts concerning AI systems that are safety components in aviation.",NOISE,"The organisation's text expresses general support for a proportionate, risk-based approach to AI regulation and soft law/self-regulation principles, but does not take any specific position on the integration of AI Act requirements into aviation safety regulation (Regulation 2018/1139). The org's advocacy is too general and high-level to constitute a specific stance on this particular sectoral amendment.",2,False
Confederation of Industry of the Czech Republic,785320514128-81,hys_feedback,0,0,0,article,9,,0.864036,"Establishes a mandatory, continuous risk management system for high-risk AI systems, including identification, evaluation, and mitigation of risks throughout the entire lifecycle, with testing requirements prior to market placement.",UNDETECTABLE,"The org advocates for a risk-based approach that considers probability of harm, operational context, and a combination of ex-ante self-assessment and ex-post enforcement — and explicitly supports limiting regulation to high-risk AI only. Article 9 does apply exclusively to high-risk AI systems (aligned with the org's scope preference), but it imposes a detailed, mandatory, prescriptive risk management system rather than the lighter-touch ex-ante self-assessment model the org favours. It is genuinely unclear whether the provision's mandatory and comprehensive lifecycle requirements satisfy or contradict the org's preference for a less burdensome self-assessment approach, making the direction ambiguous.",1,False
Consumer Technology Association,,hys_feedback,0,0,0,article,71,,0.854505,"Establishes a penalty regime for AI Act infringements, including administrative fines of up to 6% of global turnover for the most serious violations, with consideration for small-scale providers and start-ups' economic viability.",UNDETECTABLE,"The CTA specifically warns against ""potentially costly new requirements"" and AI-specific liability schemes, expressing concern that compliance costs could outweigh opportunities and create disincentives for developing AI technology. The penalty provision directly creates costly compliance obligations, which seems to oppose CTA's position; however, the provision also includes explicit safeguards for small-scale providers and start-ups' economic viability, and CTA's text focuses more on the broader legislative framework and liability schemes rather than directly addressing penalty structures. The connection exists but the direction of alignment is genuinely ambiguous given the partial overlap between CTA's concerns and the provision's built-in mitigations.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,1,,0.864106,"Establishes the subject matter of the AI Regulation, including harmonised rules for placing AI systems on the market, prohibitions of certain AI practices, specific requirements for high-risk AI systems, transparency rules, and market surveillance rules.",OPPOSING,"DIGITALEUROPE explicitly warns against ""overly burdensome obligations"" and argues that ""more light-touch or industry-driven measures would suffice,"" cautioning that heavy regulation could delay or prevent AI product launches in the EU. The provision, however, establishes a comprehensive regulatory framework with mandatory harmonised rules, prohibitions, specific requirements for high-risk AI, and transparency obligations — precisely the kind of broad, binding regulatory structure DIGITALEUROPE argued against.",2,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,10,,0.870683,"Article 10 establishes mandatory data governance and quality requirements for training, validation, and testing datasets used in high-risk AI systems, including requirements that data be relevant, representative, free of errors, and complete, and allows processing of special categories of personal data strictly for bias monitoring and correction.",OPPOSING,"DIGITALEUROPE explicitly argues that risks related to discriminatory bias and fundamental rights ""cannot be easily made subject to ex-ante requirements, thresholds or technology standards,"" and instead advocates for principle-based internal governance, industry best practices, and ex-post monitoring. Article 10 does the opposite by imposing concrete, mandatory ex-ante data quality and governance requirements (including bias examination) on high-risk AI systems, directly contradicting the organisation's stated position against such prescriptive upfront obligations.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,13,,0.867615,"Establishes mandatory transparency and information disclosure requirements for high-risk AI systems, including detailed instructions for use covering capabilities, limitations, accuracy, and human oversight measures.",UNDETECTABLE,"DIGITALEUROPE's position argues against mandating specific requirements on all AI applications and advocates for a risk-based, case-by-case approach, noting that transparency requirements are sensible in B2C contexts but should not be universally applied. The provision does apply only to high-risk AI systems (not all AI), which partially aligns with DIGITALEUROPE's call for a scoped approach; however, the org's text does not specifically address whether the detailed transparency obligations in Article 13 are appropriate for high-risk systems, making it genuinely unclear whether the provision satisfies or contradicts their position.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,2,,0.874825,"Establishes the territorial and personal scope of the AI Regulation, applying it to providers and users within the Union as well as those in third countries whose AI outputs are used in the Union, while carving out military use and certain international cooperation frameworks.",UNDETECTABLE,"DIGITALEUROPE specifically warns against rules that ""needlessly complicate the development or deployment of AI products and services from companies and organisations operating beyond the EU,"" which is directly relevant to the extraterritorial scope provisions in Article 2(1)(c). However, it is genuinely unclear whether the provision satisfies or contradicts this concern — the extraterritorial reach (applying to third-country providers/users whose outputs are used in the Union) could be seen as exactly the kind of complication DIGITALEUROPE cautioned against, but the carve-outs (military, international cooperation) and the general framing could also be viewed as a balanced approach. The direction of alignment cannot be confidently determined from the texts alone.",3,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,28,,0.855849,"Establishes that distributors, importers, users, or other third parties become subject to provider obligations when they place a high-risk AI system on the market under their name, modify its intended purpose, or make a substantial modification to it.",NOISE,"The organisation's text focuses on advocating against broad, mandatory requirements for all AI applications and against expanding the scope of AI regulation to all automated decision-making — a general scoping concern. It does not express any specific position on the redistribution of provider obligations to distributors, importers, or other third parties, which is what Article 28 specifically establishes. There is no substantive advocacy position in the org text that is directionally connected to this provision's mechanism.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,52,,0.880266,"Establishes mandatory transparency obligations requiring providers and users of certain AI systems (chatbots, emotion recognition, biometric categorisation, and deepfake-generating systems) to disclose to natural persons that they are interacting with or exposed to an AI system.",UNDETECTABLE,"DIGITALEUROPE specifically argues against mandating uniform requirements across all AI applications, advocating for a case-by-case approach for transparency requirements in B2C contexts and opposing broad, blanket obligations. Article 52 does impose specific mandatory transparency requirements, but they are narrowly scoped to particular AI system types (chatbots, emotion recognition, deepfakes) rather than all AI applications. It is genuinely unclear whether this targeted, limited scope satisfies DIGITALEUROPE's concern about disproportionate blanket mandates or whether they would still oppose these specific obligations as overly prescriptive.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,53,,0.870463,"Establishes AI regulatory sandboxes as controlled environments for developing, testing, and validating innovative AI systems under competent authority supervision, with specific rules on liability, cooperation, and implementing acts.",NOISE,"The org text expresses a general concern about overly burdensome obligations potentially delaying AI product launches in the EU, but does not take any specific stance on regulatory sandboxes. The org's position is a broad value statement about avoiding excessive regulation, with no directional advocacy regarding sandbox mechanisms specifically — an organisation with the opposite general stance could produce a similarly vague text that would match this provision equally well.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,54,,0.858101,"Establishes conditions under which personal data lawfully collected for other purposes may be further processed within AI regulatory sandboxes for developing innovative AI systems in the public interest, including safeguards such as data isolation, deletion, monitoring, and restrictions on transfers.",NOISE,"The org's position focuses on advocating for a principle-based, ex-post governance approach for AI risks related to fundamental rights (e.g., discrimination, privacy), arguing against ex-ante requirements. This is a general governance philosophy without a specific stance on the sandbox personal data processing mechanism established in Article 54. The org text does not address AI regulatory sandboxes, further processing of personal data, or any of the specific conditions laid out in the provision.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,55,,0.862892,"Requires Member States to provide small-scale providers and start-ups with priority access to AI regulatory sandboxes, tailored awareness-raising activities, dedicated communication channels, and proportionally reduced conformity assessment fees.",UNDETECTABLE,"DIGITALEUROPE advocates against overly burdensome obligations on AI developers and deployers, which is directionally related to the provision's goal of reducing regulatory burden for small-scale providers. However, the org's position is framed broadly around avoiding excessive obligations for all organisations, not specifically advocating for SME-targeted measures like sandbox priority access or fee reductions. It is genuinely unclear whether this specific provision — which targets small-scale providers rather than all organisations — satisfies, partially addresses, or is simply orthogonal to DIGITALEUROPE's broader concern about regulatory burden across the board.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,61,,0.86028,"Requires providers of high-risk AI systems to establish, document, and maintain a post-market monitoring system and plan to systematically collect and analyse performance data throughout the system's lifetime.",NOISE,"The org text is a general concluding statement advocating for a combination of industry-led measures and targeted obligations, with no specific directional stance on post-market monitoring systems. It does not address post-market monitoring at all, making the text too general and unrelated to constitute a specific advocacy position on this provision.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,62,,0.857458,Requires providers of high-risk AI systems to report serious incidents or malfunctions constituting breaches of fundamental rights obligations to market surveillance authorities within 15 days.,NOISE,"DIGITALEUROPE's text expresses only general support for the Commission's AI initiative and broad values around avoiding regulatory fragmentation and ensuring technology neutrality, without taking any specific directional stance on incident reporting obligations. There is no specific advocacy position on mandatory reporting timelines, notification mechanisms, or fundamental rights breach reporting that could be evaluated against this provision.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,63,,0.859569,"Establishes a market surveillance framework for AI systems in the Union, designating specific national and EU-level authorities responsible for oversight depending on the type of AI system and sector.",NOISE,"The org text expresses only general support for the Commission's AI initiative, concern about regulatory fragmentation, and a preference for technology-neutral rules — but contains no specific advocacy position on market surveillance authorities, their designation, or coordination mechanisms. The org's statements are too broad and general to constitute a directional stance on what Article 63 specifically establishes.",2,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,71,,0.858852,"Establishes a penalty regime for AI Act infringements, including administrative fines of up to 6%/4%/2% of global annual turnover, with Member States setting their own rules and notifying the Commission.",NOISE,"DIGITALEUROPE's text expresses only general support for the Commission's AI initiative, concern about regulatory fragmentation, and a desire for technology-neutral rules — it contains no specific advocacy position on penalties, fine levels, or enforcement mechanisms. Without a directional stance on the penalty regime, there is no substantive position to evaluate against this provision.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,4,2,article,72,,0.852948,"Establishes a regime of administrative fines (up to 500,000 EUR or 250,000 EUR) that the European Data Protection Supervisor may impose on Union institutions, agencies, and bodies for non-compliance with AI Act requirements.",NOISE,"DIGITALEUROPE's text expresses only general support for the Commission's AI initiative, concern about regulatory fragmentation, and the need for technology-neutral rules — it contains no specific advocacy position on administrative fines for Union institutions or the EDPS enforcement mechanism. The org text is too general and does not address the subject matter of this provision in any directional way.",1,False
Developers Alliance,135037514504-30,hys_feedback,0,0,0,article,3,,0.868992,"Establishes definitions for key terms used throughout the AI Act regulation, including 'AI system', 'provider', 'user', 'operator', and other relevant actors and concepts.",UNDETECTABLE,"The Developers Alliance explicitly advocates for a definition of AI that is ""not over-inclusive"" and seeks ""legal clarity,"" which directly relates to the AI system definition in Article 3. However, it is genuinely unclear whether the provision's definition satisfies or contradicts this ask — the organisation does not specify what an over-inclusive definition would look like, making it impossible to determine whether the provision's definition (referencing Annex I techniques) meets their standard for appropriate scope and clarity.",1,False
Developers Alliance,135037514504-30,hys_feedback,0,0,0,article,53,,0.88888,"Establishes AI regulatory sandboxes as controlled environments for developing, testing, and validating innovative AI systems under competent authority supervision before market placement.",ALIGNED,"The organisation explicitly and specifically advocated for the introduction of AI regulatory sandboxes, noting their absence in the White Paper on AI and calling for them as a flexible, agile approach to pursue policy objectives. The provision directly establishes AI regulatory sandboxes in the legislative proposal, delivering precisely what the organisation requested.",1,False
Developers Alliance,135037514504-30,hys_feedback,0,0,0,article,54,,0.86269,Establishes conditions under which personal data lawfully collected for other purposes may be further processed within AI regulatory sandboxes for developing innovative AI systems serving specific public interests.,ALIGNED,"The organisation explicitly and specifically advocates for the introduction of AI regulatory sandboxes as a flexible, real-world testing mechanism for AI systems, noting their absence in the White Paper on AI. Article 54 directly establishes a concrete regulatory sandbox framework for AI development and testing, responding precisely to the organisation's call for AI-specific regulatory sandboxes. This is a clear case of path (a) alignment: the org made a specific ask and the provision delivers it.",1,False
Developers Alliance,135037514504-30,hys_feedback,0,0,0,article,55,,0.873751,"Requires Member States to provide small-scale providers and start-ups with priority access to AI regulatory sandboxes, organise awareness-raising activities, establish communication channels, and reduce conformity assessment fees proportionately for small-scale providers.",ALIGNED,"The Developers Alliance explicitly and specifically advocated for the introduction of AI regulatory sandboxes as a flexible, innovation-promoting alternative to rigid regulation, citing multiple political endorsements and criticising the White Paper on AI for lacking any reference to them. Article 55 directly establishes regulatory sandboxes with priority access for small-scale providers and start-ups, concretely delivering on the organisation's specific ask for AI-specific regulatory sandboxes to be introduced into EU policy.",1,False
Developers Alliance,135037514504-30,hys_feedback,0,0,0,article,79,,0.84208,"Requires that when adopting delegated and implementing acts concerning AI systems that are safety components under the AI Regulation, the requirements of Title III, Chapter 2 of that Regulation (on high-risk AI systems) must be taken into account, amending the Railway Interoperability Directive.",NOISE,"The organisation's text expresses general concerns about avoiding excessive regulatory burden and fragmentation of the Digital Single Market, but does not take any specific directional stance on the intersection of AI regulation with railway/transport sectoral legislation or the specific mechanism of cross-referencing AI Act requirements in delegated acts under Directive 2016/797. The org's positions are too general to evaluate whether this specific provision responds to them.",1,False
ETNO - European Telecommunications Network Operators' Association,08957111909-85,hys_feedback,0,0,0,article,10,,0.885725,"Establishes mandatory data governance and quality requirements for training, validation, and testing datasets used in high-risk AI systems, including bias examination and limited processing of special categories of personal data for bias monitoring.",ALIGNED,"ETNO specifically flagged the tension between mandatory bias-checking in training datasets and GDPR data minimisation requirements — noting that detecting bias against sensitive information requires that sensitive data be present in the dataset. Article 10(5) directly addresses this by explicitly permitting the processing of special categories of personal data (sensitive data) strictly for bias monitoring, detection and correction, subject to safeguards, which is precisely the carve-out ETNO's position implied was necessary. This is a clear case where the provision acts in the direction the organisation advocated.",2,False
ETNO - European Telecommunications Network Operators' Association,08957111909-85,hys_feedback,0,0,0,article,13,,0.876818,"Requires high-risk AI systems to be sufficiently transparent and accompanied by detailed instructions for use, including information on capabilities, limitations, accuracy, robustness, cybersecurity, human oversight measures, and data specifications.",NOISE,"The org's text focuses specifically on training data requirements and the challenges of proving absence of bias in datasets under GDPR constraints. While it briefly mentions ""provision of information on AI applications"" as one of several listed requirements, it does not express a specific directional advocacy position on transparency obligations or instructions for use as established in Article 13. The reference is merely descriptive background, not a substantive stance on the transparency and information provision mechanism the article creates.",1,False
ETNO - European Telecommunications Network Operators' Association,08957111909-85,hys_feedback,0,0,0,article,15,,0.857949,"Requires high-risk AI systems to achieve appropriate levels of accuracy, robustness, and cybersecurity throughout their lifecycle, including resilience against feedback loops, errors, and adversarial attacks such as data poisoning.",ALIGNED,"ETNO explicitly advocates for specific conditions ensuring resilience to attacks, security-by-design, accuracy, and reliability for high-risk AI systems, and suggests leveraging cybersecurity standards (e.g., Cyber Security Act). The provision directly establishes mandatory requirements for exactly these properties — accuracy, robustness, cybersecurity, and resilience against adversarial attacks — for high-risk AI systems, closely mirroring ETNO's specific asks.",2,False
ETNO - European Telecommunications Network Operators' Association,08957111909-85,hys_feedback,0,0,0,article,16,,0.8782,"Establishes a comprehensive list of obligations for providers of high-risk AI systems, including conformity assessment, quality management, technical documentation, CE marking, registration, corrective actions, and reporting to national authorities.",UNDETECTABLE,"ETNO specifically advocates for narrowing the definition of ""high-risk"" so that only AI systems that directly (not indirectly) pose risk are subject to ex-ante conformity requirements, aiming to reduce the compliance burden on providers like telecom operators. Article 16 imposes a broad set of obligations on providers of high-risk AI systems but does not address how ""high-risk"" is defined or whether direct vs. indirect risk is the threshold — it simply lists what obligations apply once a system is classified as high-risk. There is a genuine connection (ETNO is concerned about the scope and burden of conformity obligations for providers), but it is impossible to determine from this provision alone whether ETNO's core ask — narrowing the high-risk definition — was satisfied or ignored, making the direction genuinely ambiguous.",1,False
ETNO - European Telecommunications Network Operators' Association,08957111909-85,hys_feedback,0,0,0,article,17,,0.866414,"Requires providers of high-risk AI systems to establish and document a comprehensive quality management system covering design, development, risk management, post-market monitoring, and accountability frameworks.",UNDETECTABLE,"ETNO's position focuses on clarifying the definition of ""high-risk"" AI systems — specifically arguing that risk should be directly posed by the system itself to avoid indirect risks triggering high-risk classification, and questioning whether B2B/telecom providers fall under high-risk categories. The quality management system provision in Article 17 applies to providers already classified as high-risk, but does not address the threshold question of what constitutes high-risk that ETNO is advocating about. There is a real connection (ETNO is concerned about the compliance burden on providers of high-risk AI systems), but it is genuinely unclear whether this provision satisfies, contradicts, or ignores ETNO's specific ask about narrowing the high-risk definition.",1,False
ETNO - European Telecommunications Network Operators' Association,08957111909-85,hys_feedback,0,0,0,article,19,,0.879227,"Requires providers of high-risk AI systems to undergo conformity assessment procedures before placing systems on the market or putting them into service, and to draw up an EU declaration of conformity and affix CE marking upon demonstrated compliance.",ALIGNED,"ETNO explicitly agrees that conformity assessments for high-risk AI applications are appropriate and advocates that ex-ante conformity should remain limited to high-risk AI — which is precisely what Article 19 does by scoping the requirement to high-risk AI systems. ETNO also raises concerns about external entity intervention slowing time-to-market; the provision's conformity assessment procedure (largely internal/self-assessment under Article 43 for most high-risk AI) is consistent with ETNO's preference for avoiding heavy third-party intervention, and the provision does not mandate external regulatory authority involvement during development. The provision thus acts in the direction ETNO advocated.",4,True
