organisation,transparency_reg_id,source_type,preproposal_meetings_total,preproposal_meetings_commission,preproposal_meetings_ep,article_type,article_number,article_title,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,29,Recommender systems,0.867436,"Requires very large online platforms to disclose the main parameters of their recommender systems in their terms and conditions, and to provide users with at least one option not based on profiling to modify those parameters, along with an accessible functionality to select and modify their preferred recommender system option.",ALIGNED,"The org explicitly advocates that ""users need more information and control over how their information environment is being shaped"" by algorithmic ranking and promotion, and raises concerns about opacity in how platforms use data. Article 29 directly responds to this by mandating transparency about recommender system parameters and giving users control options — including a non-profiling-based alternative — which is precisely the direction the org advocated for.",1,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,3,‘Mere conduit,0.871218,"Establishes a liability exemption for 'mere conduit' service providers who transmit information without initiating, selecting the receiver of, or modifying the transmission, while preserving the ability of courts or administrative authorities to require termination or prevention of infringement.",ALIGNED,"The organisation explicitly advocates that liability for user content should not attach to providers of mere conduit services, directly mirroring the provision's establishment of a liability exemption for mere conduit providers. The provision concretely delivers what the organisation asked for — a clear liability shield for mere conduit services — consistent with the organisation's position that the ECD's distinctions should be maintained.",2,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,33,Transparency reporting obligations for very large online platforms,0.86376,"Requires very large online platforms to publicly publish transparency reports on risk assessments, mitigation measures, and audit results at least annually, with a carve-out for confidential or security-sensitive information.",NOISE,"The org text merely describes that some large platforms already produce transparency reports voluntarily and notes privacy constraints as a limiting factor, without taking a specific directional stance on whether mandatory transparency reporting obligations should be imposed on very large online platforms. The text is largely descriptive/background and does not advocate for or against the specific mechanism the provision establishes.",1,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,34,Standards,0.861252,"Requires the Commission to support and promote the development of voluntary industry standards for specific DSA-related functions, including interoperability of advertisement repositories and data transmission between advertising intermediaries.",ALIGNED,"The org explicitly urges digital platforms to develop and implement interoperability standards, and the provision directly mandates Commission support for voluntary interoperability standards (including for advertisement repositories and interfaces). Both the org and the provision advocate for open, interoperability-focused standards, representing a clear directional alignment on this specific ask.",1,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,37,Crisis protocols,0.8565,"Establishes a voluntary crisis protocol mechanism for very large online platforms to address extraordinary circumstances affecting public security or public health, including safeguards for fundamental rights and transparency requirements.",NOISE,"The org text describes general observations about how digital platforms responded well during COVID-19 and points to good practices, but does not express a specific directional advocacy position on whether or how crisis protocols should be created, structured, or governed. It is essentially background context and general endorsement of the DSA initiative without a specific stance on crisis protocol mechanisms.",1,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,4,‘Caching,0.858283,"Establishes a conditional liability exemption for caching service providers, shielding them from liability for automatic, intermediate, and temporary storage of transmitted information, subject to specific conditions including non-modification, compliance with access rules, and expeditious removal upon knowledge of removal at the source.",ALIGNED,"The organisation explicitly advocates that liability for specific user content should not attach to providers of caching services, and that the ECD's liability framework for caching should be maintained. The provision directly delivers this by codifying a liability exemption for caching services, consistent with the principles the organisation argues should be preserved.",2,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,40,Jurisdiction,0.850865,"Establishes jurisdiction rules for intermediary service providers under the DSA, based on the location of their main establishment or legal representative, including rules for providers without EU establishment.",UNDETECTABLE,"The org raises concerns about jurisdictional reach over non-EU users' data and warns against frameworks that could expose non-EU users' data to all Member States (as seen in e-Evidence proposals). Article 40 does establish jurisdiction rules for non-EU providers (via legal representative), and paragraph 3 allows all Member States jurisdiction when no legal representative is appointed — which could raise the very concerns CDT flags. However, CDT's position focuses on user data privacy across jurisdictions rather than directly advocating for or against a specific jurisdictional model for providers, making it genuinely unclear whether this provision satisfies, contradicts, or ignores their concern.",2,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,42,Penalties,0.851592,"Establishes a penalty framework for infringements of the DSA, setting maximum fines at 6% of annual turnover for general non-compliance and 1% for information-related failures, with periodic penalties up to 5% of average daily turnover.",UNDETECTABLE,"CDT advocates for penalties that are proportionate, commercially reasonable, and limited to demonstrated systemic failures — not tied to content moderation outcomes. The provision does establish proportionality caps (6%/1%/5%) and links penalties to regulatory obligation failures rather than content removal outcomes, which partially aligns with CDT's concerns. However, the provision does not specify what conduct triggers penalties or whether outcome-based content moderation failures are included, making it genuinely unclear whether the penalty regime satisfies or contradicts CDT's specific advocacy against penalising intermediaries for insufficient content removal.",1,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,46,Joint investigations and requests for Commission intervention,0.860902,Establishes a mechanism for Digital Services Coordinators to conduct joint investigations across Member States and request Commission intervention for very large online platforms suspected of infringing the Regulation.,UNDETECTABLE,"The org's position touches on governance and enforcement cooperation in the Single Market, specifically raising concerns about the country-of-origin principle creating disproportionate enforcement burdens on certain national authorities (e.g., Ireland). The provision addresses cross-border enforcement cooperation through joint investigations and Commission intervention requests, which is directionally related to the org's concern about uneven enforcement burdens. However, the org does not specifically advocate for or against joint investigation mechanisms or Commission intervention powers — its position is more about resource adequacy and burden distribution — making it genuinely unclear whether this provision satisfies, contradicts, or ignores the org's specific concern.",1,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,5,Hosting,0.878045,"Establishes conditional liability exemptions for hosting service providers, removing liability when they lack actual knowledge of illegal content or act expeditiously to remove it upon gaining such knowledge.",ALIGNED,"The organisation explicitly advocates for clarifying the confusing CJEU standard on ""active"" vs ""passive"" hosting intermediaries and the misapplication of the neutrality requirement to hosting activities under the ECD. Article 5 directly addresses this by establishing a clear knowledge-based liability exemption for hosting providers without importing the ""mere technical, automatic and passive nature"" neutrality requirement, effectively responding to the org's call to decouple hosting liability immunity from the active/passive distinction that the CJEU had conflated.",2,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,52,Requests for information,0.86259,"Establishes the Commission's power to request information from very large online platforms and other persons through simple requests or binding decisions, specifying procedural requirements such as legal basis, purpose, time period, and applicable penalties.",NOISE,"The organisation's position concerns the components of valid notices in a notice-and-action framework (e.g., precise URLs, identity of notifying party, legal authority), which relates to content moderation obligations between platforms and notifiers. Article 52 deals with the Commission's investigatory power to request information from platforms for enforcement purposes — an entirely different subject. There is no substantive advocacy position in the org text that relates to the Commission's information-gathering powers under this provision.",1,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,54,Power to conduct on-site inspections,0.855449,"Grants the Commission power to conduct on-site inspections at very large online platforms, including requiring explanations on organisation, algorithms, data-handling, and questioning key personnel.",NOISE,"The org's text consists of survey ratings on governance and supervision arrangements, expressing general preferences for cooperation mechanisms and coordination at EU level, but contains no specific advocacy position on the Commission's power to conduct on-site inspections. The text does not address inspection powers, audits, or enforcement mechanisms of this kind, making it substantively unrelated to the provision.",1,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,57,Monitoring actions,0.859224,"Empowers the Commission to monitor compliance of very large online platforms, including ordering access to databases and algorithms, and appointing independent external experts and auditors to assist in monitoring.",ALIGNED,"The org explicitly rated ""Cooperation schemes with third parties such as civil society organisations and academics for specific inquiries and oversight"" as 5 (very important) and ""Coordination and technical assistance at EU level"" as 5 (very important). Article 57 directly establishes EU-level Commission monitoring powers and the appointment of independent external experts and auditors to assist in oversight — concrete action in the direction the org advocated for, namely third-party expert involvement and EU-level coordination in platform supervision.",2,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,7,No general monitoring or active fact-finding obligations,0.840358,Prohibits imposing general monitoring or active fact-finding obligations on providers of intermediary services.,ALIGNED,"The organisation explicitly and specifically argues that overturning the prohibition on general monitoring obligations ""would be a serious mistake"" and that any such duty would functionally mandate automated filters — directly advocating for the retention of this prohibition. The provision does exactly what the org advocates for: it codifies the ban on general monitoring and active fact-finding obligations for intermediary service providers.",1,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,73,Evaluation,0.844402,"Requires the Commission to evaluate the Regulation every five years and assess the functioning of the Board within three years, reporting findings to EU institutions and potentially proposing amendments to the Board's structure.",NOISE,"The org's position focuses on governance arrangements for supervising online platforms — specifically rating the importance of national authorities, cross-border cooperation mechanisms, EU-level coordination, and civil society involvement. This is a general survey response about governance preferences with no specific directional stance on periodic evaluation or review mechanisms for the Regulation itself. The org text does not advocate for or against a periodic evaluation clause, making it too general and unrelated in direction to constitute specific alignment with this provision.",1,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,8,Orders to act against illegal content,0.876614,"Requires that orders to act against illegal content include a statement of reasons citing the specific legal provision infringed, exact URLs identifying the content, information on redress, and that the territorial scope does not exceed what is strictly necessary.",ALIGNED,"The organisation explicitly advocated that valid notices must include precise URLs (rather than general descriptions), a citation of the specific law and legal authority authorising the notice, and the identity/authority of the issuing body — all of which are directly reflected in Article 8's requirements for exact URLs, a statement of reasons referencing the specific legal provision infringed, and identification of the issuing judicial or administrative authority. The provision delivers the specific mandatory content elements the organisation called for.",1,False
Center for Democracy & Technology,57305017757-64,hys_feedback,5,3,2,article,9,Orders to provide information,0.867194,"Establishes requirements for orders to provide information issued by national authorities to intermediary services, including mandatory elements such as a statement of reasons, proportionality justification, and information about redress.",UNDETECTABLE,"The org advocates for specific, concrete components in notices (precise URLs, legal authority citations, identity of the issuing arbiter) that create actual knowledge for intermediaries, and the provision does establish mandatory elements for orders including a statement of reasons and proportionality. However, the org's position is specifically about notice-and-action frameworks for illegal content removal, while Article 9 concerns orders to *provide information* about recipients — a distinct mechanism. There is a real thematic connection around formal requirements for orders/notices, but it is genuinely unclear whether this provision satisfies, contradicts, or simply bypasses the org's specific advocacy on notice-and-action components.",2,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,12,Terms and conditions,0.868285,"Requires providers of intermediary services to publicly disclose content moderation restrictions, policies, and tools (including algorithmic decision-making) in clear terms and conditions, and to apply those restrictions diligently, objectively, and proportionately with due regard to recipients' fundamental rights.",ALIGNED,"The organisation explicitly advocates for transparency requirements around content moderation and algorithmic decision-making, as well as rights-protective due process when intermediaries take content moderation decisions — both of which are directly delivered by Article 12, which mandates public disclosure of content moderation policies (including algorithmic tools) and requires their application to respect recipients' fundamental rights. The provision acts concretely in the same direction the organisation advocated for.",2,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,13,Transparency reporting obligations for providers of intermediary services,0.875425,"Requires providers of intermediary services to publish annual transparency reports on content moderation, including data on orders received, notices submitted, own-initiative moderation measures, and complaint-handling outcomes, with an exemption for micro and small enterprises.",ALIGNED,"The organisation explicitly advocates for annual structured transparency reporting by platforms on content moderation, including data on content removals, how policies affect users' fundamental rights, and access to dispute resolution — all of which are directly mirrored in Article 13's requirements for annual reports covering moderation actions, orders, notices, and complaint-handling. The provision delivers concretely on the organisation's specific ask for at-least-annual, detailed, accessible transparency reporting on content policing.",1,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,14,Notice and action mechanisms,0.88407,"Establishes mandatory notice-and-action mechanisms for hosting services, requiring easy-to-access reporting systems, specific notice elements (location, reasons, identity, good-faith declaration), and timely provider responses with redress information.",ALIGNED,"The organisation explicitly advocates for a notice-and-action mechanism with specific safeguards — easy-to-access notification systems, content location and reason for notice, and a good-faith declaration — all of which are directly reflected in Article 14's requirements (paragraphs 1, 2(a)-(d), and 5). The provision concretely delivers the specific elements the organisation called for, including the good-faith statement (Art. 14(2)(d)), location/URL information (Art. 14(2)(b)), reasons for illegality (Art. 14(2)(a)), and user-friendly access (Art. 14(1)), constituting a clear and specific alignment.",1,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,30,Additional online advertising transparency,0.865314,"Requires very large online platforms to maintain and publicly disclose through APIs an advertising repository containing ad content, advertiser identity, display period, targeting parameters, and reach numbers, without personal data of recipients.",ALIGNED,"The organisation explicitly advocates for mandatory public ad libraries that disclose advertiser information (including third parties acting on behalf of others) and targeting details — both of which are directly delivered by Article 30's mandatory repository requirements for very large platforms. While the provision does not include exact spend figures (which the org specifically requested), it does act concretely in the same direction the org advocated, covering advertiser identity, targeting parameters, and reach, making this a clear case of alignment even if not a perfect match.",3,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,33,Transparency reporting obligations for very large online platforms,0.854155,"Requires very large online platforms to publicly publish transparency reports on risk assessments, risk mitigation measures, and audit results at least once a year, with limited exceptions for confidential or security-sensitive information.",ALIGNED,"The organisation specifically advocates for companies to publish data at least once a year in an accessible, structured format covering their content rules, advertising policies, and enforcement data — a clear directional ask for mandatory annual transparency reporting. The provision directly delivers on this by requiring very large online platforms to publicly release risk assessment and mitigation reports at least once a year, acting concretely in the same direction the organisation advocated for.",1,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,34,Standards,0.872946,"Requires the Commission to support and promote the development of voluntary industry standards for electronic submissions, interfaces, auditing, interoperability of advertisement repositories, and transmission of advertising data.",OPPOSING,"The organisation explicitly advocates that platforms should be *required* to use a unique set of standards and protocols provided by the Commission, whereas the provision establishes only *voluntary* industry standards developed by standardisation bodies. The org's position directly contradicts the voluntary nature of the provision, calling instead for mandatory compliance with Commission-set standards.",1,False
Civil Liberties Union for Europe,544892227334-39,hys_feedback,0,0,0,article,36,Codes of conduct for online advertising,0.857081,"Encourages and facilitates the drawing up of voluntary codes of conduct at Union level between online platforms, advertising intermediaries, and civil society to improve transparency in online advertising beyond existing requirements, including transmission of information to ad repositories.",UNDETECTABLE,"The org advocates for mandatory, well-defined technical standards for ad repositories developed through a multistakeholder process, including unique identifiers and cross-platform compatibility. The provision addresses ad transparency and involves civil society in developing codes of conduct, which partially overlaps with the org's multistakeholder process ask — but the provision relies on voluntary codes of conduct rather than the mandatory technical standards the org calls for, making it genuinely unclear whether this provision satisfies, contradicts, or merely partially addresses the org's specific demands.",2,False
Common Sense Media,355878431886-89,hys_feedback,0,0,0,article,26,Risk assessment,0.86384,"Requires very large online platforms to conduct annual systemic risk assessments covering illegal content, fundamental rights impacts, and intentional manipulation affecting minors, public health, civic discourse, and electoral processes.",ALIGNED,"Common Sense Media explicitly advocates for the Commission to identify and address harmful content — including legal-but-harmful content for minors — and to look beyond strictly illegal content when assessing platform risks. Article 26 directly responds to this by mandating systemic risk assessments that explicitly include negative effects on the rights of the child and harms to minors, and by requiring platforms to assess risks from content that may not be illegal but is incompatible with their own terms and conditions, aligning with the org's push to address legal-but-harmful content.",1,False
Common Sense Media,355878431886-89,hys_feedback,0,0,0,article,27,Mitigation of risks,0.867161,"Requires very large online platforms to implement proportionate mitigation measures for systemic risks, including adapting content moderation and recommender systems, and mandates annual best-practice reports and Commission guidelines on risk mitigation.",ALIGNED,"The organisation specifically advocates for platforms to adequately resource content moderation efforts, ensure civil society and outside experts have a voice in addressing illegal content, and formalise collaboration between regulators/experts and platform moderation teams. Article 27 directly responds to these asks by requiring platforms to adapt and reinforce their content moderation systems as mitigation measures, mandating best-practice reports, and requiring public consultations when issuing guidelines — all concrete actions in the direction the organisation advocated for.",1,False
Common Sense Media,355878431886-89,hys_feedback,0,0,0,article,35,Codes of conduct,0.877384,"Establishes a framework for voluntary codes of conduct at Union level to address illegal content and systemic risks, with objectives, KPIs, and regular reporting requirements.",UNDETECTABLE,"Common Sense Media advocates for the Commission to address harmful (including legal-but-harmful) content, particularly for minors, by developing standard definitions and expanding regulatory scope beyond illegal content. Article 35 creates a codes of conduct mechanism focused on illegal content and systemic risks, but does not explicitly extend to legal-but-harmful content for minors as the org requests. There is a real thematic connection — both concern platform content governance — but it is genuinely unclear whether this voluntary codes of conduct framework satisfies, contradicts, or simply ignores the org's specific ask for binding definitions covering legal-but-harmful content.",1,False
Common Sense Media,355878431886-89,hys_feedback,0,0,0,article,36,Codes of conduct for online advertising,0.853805,"Establishes a framework for the Commission to encourage and facilitate the development of voluntary codes of conduct for online advertising transparency, covering information transmission by advertising intermediaries to service recipients and repositories.",ALIGNED,"Common Sense Media explicitly advocates for more transparency and safeguards in ad placement, requiring platforms to enable access to digital libraries of past advertisements including targeted audiences, and ensuring independent experts can assess targeting algorithms. Article 36 directly responds to this by establishing a mechanism to promote transparency in online advertising beyond existing requirements, including codes of conduct addressing information transmission about ad targeting — aligning with the org's specific asks on ad transparency and access to advertising data.",1,False
Common Sense Media,355878431886-89,hys_feedback,0,0,0,article,37,Crisis protocols,0.863823,"Establishes a voluntary crisis protocol mechanism for very large online platforms to address extraordinary circumstances affecting public security or public health, including safeguards for fundamental rights and transparency requirements.",NOISE,"The organisation's position focuses on identifying and limiting harmful (including legal-but-harmful) content, particularly for minors, and calls for standard definitions of problematic content. This is a distinct advocacy position about content moderation and definitions, not about crisis protocols for extraordinary public security or health circumstances. There is no substantive connection between the org's specific asks and the crisis protocol mechanism established in Article 37.",1,False
Common Sense Media,355878431886-89,hys_feedback,0,0,0,article,49,Tasks of the Board,0.867894,"Establishes the tasks of the European Board for Digital Services, including coordinating investigations, issuing opinions, advising the Commission, and promoting standards and guidelines related to very large online platforms.",NOISE,"The org's position focuses specifically on identifying and limiting harmful content (including legal-but-harmful content for minors) and establishing standard definitions for problematic content. Article 49 deals with the administrative and coordination tasks of the Board (joint investigations, audits, opinions, standards), and does not address content definitions or harmful content regulation. There is no substantive connection between the org's advocacy and this procedural/governance provision.",1,False
Common Sense Media,355878431886-89,hys_feedback,0,0,0,article,57,Monitoring actions,0.866189,"Authorises the Commission to monitor platform compliance, order access to databases and algorithms, and appoint independent external experts and auditors to assist in monitoring.",ALIGNED,"Common Sense Media explicitly advocates for the Commission to audit platforms on an ongoing basis and to ensure independent outside experts have the tools to examine platform operations ""under the hood."" Article 57 directly delivers both of these asks — it empowers the Commission to conduct ongoing compliance monitoring (including access to databases and algorithms) and to appoint independent external experts and auditors, closely mirroring the organisation's specific requests.",1,False
Common Sense Media,355878431886-89,hys_feedback,0,0,0,article,65,Requests for access restrictions and cooperation with national courts,0.85835,Establishes a last-resort mechanism allowing the Commission to request access restrictions via the Digital Services Coordinator and to submit observations to national courts when all other enforcement powers have been exhausted against a very large online platform.,NOISE,"The organisation's position focuses on urging the Commission to identify and limit harmful (including legal-but-harmful) content, particularly for minors, and to develop standard definitions for problematic content. Article 65 deals with procedural enforcement mechanisms (last-resort access restriction requests and judicial cooperation) and does not address content definitions or the regulation of legal-but-harmful content. There is no substantive advocacy position in the org text that speaks to these procedural enforcement powers.",1,False
"Compliant and Accountable Systems group, Department of Computer Science and Technology, University of Cambridge",,hys_feedback,0,0,0,article,26,Risk assessment,0.862082,"Requires very large online platforms to conduct annual systemic risk assessments that explicitly include how recommender systems and content moderation influence risks such as illegal content dissemination, manipulation of civic discourse, electoral processes, and public security.",ALIGNED,"The organisation specifically argues that regulatory interventions should target algorithmic recommendation systems rather than content hosting alone, citing systemic harms like voter manipulation, disinformation, and violent extremism. Article 26 directly responds to this by mandating that risk assessments explicitly account for how recommender systems contribute to systemic risks including manipulation of civic discourse, electoral processes, and public security — precisely the systemic harms the org identified as driven by algorithmic dissemination.",1,False
"Compliant and Accountable Systems group, Department of Computer Science and Technology, University of Cambridge",,hys_feedback,0,0,0,article,29,Recommender systems,0.870542,"Requires very large online platforms to disclose the main parameters of their recommender systems in their terms and conditions, and to provide users with at least one non-profiling-based option to modify those parameters, along with an accessible interface to select preferred recommender settings.",ALIGNED,"The organisation explicitly advocates for regulatory attention on how recommender systems are designed and used by platforms, arguing this confers significant power and should come with responsibilities and potential liabilities. Article 29 takes concrete regulatory action in exactly that direction by imposing transparency and user-control obligations on very large platforms' recommender systems, directly responding to the org's call for legal responses targeting recommender system governance beyond the E-Commerce Directive's intermediary liability framework.",4,False
"Compliant and Accountable Systems group, Department of Computer Science and Technology, University of Cambridge",,hys_feedback,0,0,0,article,3,‘Mere conduit,0.874197,"Establishes that 'mere conduit' service providers are not liable for transmitted information, provided they do not initiate, select the receiver of, or modify the transmission, and allows courts/authorities to require termination or prevention of infringement.",NOISE,"The organisation's text is descriptive and explanatory in nature — it summarises existing liability protections for mere conduit, caching, and hosting under intermediary service provider rules, including the conditions for those protections. It does not advocate for any specific change, addition, or removal of the mere conduit provision; it merely describes how the current framework operates. There is no directional advocacy position that the provision could be said to satisfy or contradict.",2,False
"Compliant and Accountable Systems group, Department of Computer Science and Technology, University of Cambridge",,hys_feedback,0,0,0,article,4,‘Caching,0.862276,"Establishes conditional liability exemption for service providers engaged in caching (automatic, intermediate, and temporary storage of information for efficient onward transmission), subject to specific conditions including non-modification, compliance with access rules, and expeditious removal upon knowledge of removal at source.",NOISE,"The organisation's text merely describes and explains the existing caching liability protection as background legal context — it does not advocate for any specific change, addition, or removal of the caching provisions. The text is descriptive and analytical in nature, summarising how the current framework operates, rather than expressing a directional advocacy position on what the caching rules should or should not do.",1,False
"Compliant and Accountable Systems group, Department of Computer Science and Technology, University of Cambridge",,hys_feedback,0,0,0,article,5,Hosting,0.874303,Establishes a conditional liability shield for hosting service providers who lack knowledge of illegal content or act expeditiously to remove it upon gaining such knowledge.,OPPOSING,"The org explicitly argues that a hosting-style liability regime (expeditious removal upon knowledge) is insufficient for recommender systems, which are more active and less neutral than hosting, and that additional responsibilities beyond mere removal should apply. The provision establishes exactly the hosting-style liability shield the org argues should not be straightforwardly extended to recommending, and the org's position is that this framework is inadequate as a model for the more involved activity of recommending.",1,False
Confederation of Danish Employers,,hys_feedback,0,0,0,article,25,Very large online platforms,0.860917,Establishes the threshold (45 million average monthly active recipients) and methodology for designating online platforms as 'very large online platforms' subject to additional obligations under the Digital Services Act.,NOISE,"The organisation's text focuses entirely on platform work, self-employment, social security, and labour market conditions for platform workers in Denmark — it contains no advocacy position on the designation criteria or thresholds for very large online platforms under the Digital Services Act. The subjects are unrelated.",1,False
Confederation of Danish Industry,,hys_feedback,0,0,0,article,17,Internal complaint-handling system,0.863517,"Requires online platforms to provide an effective internal complaint-handling system for recipients to challenge decisions to remove content, suspend services, or terminate accounts, with timely and objective handling and human review of decisions.",UNDETECTABLE,"The org expresses concern that rigid removal deadlines and broad content moderation obligations may harm freedom of expression and that many platforms already have well-functioning removal procedures, while also arguing that obligations should not apply uniformly to all platform types. The provision establishes a mandatory internal complaint-handling system — a procedural safeguard that could be seen as either aligned with the org's concern about protecting freedom of expression (by giving users a redress mechanism) or as an additional burden the org might oppose given its general resistance to imposing new obligations on diverse platform types. The direction of alignment is genuinely ambiguous from the org's stated position.",1,False
Confederation of Finnish Industries EK,1274604847-34,hys_feedback,0,0,0,article,10,Points of contact,0.843139,"Requires providers of intermediary services to establish a single point of contact for communication with Member State authorities, the Commission, and the Board, and to make relevant contact information publicly available in specified official languages.",NOISE,"The organisation's position focuses on topics such as country-of-origin principle, intermediary liability exemptions, platform categorisation, and freedom of expression — none of which directly address the establishment of points of contact. While both texts concern intermediary services, the org expresses no specific advocacy position on contact point requirements or communication mechanisms with authorities, making any connection to this provision purely incidental.",1,False
Counter Extremism Project (CEP),990159532140-35,hys_feedback,2,2,0,article,72,Amendments to Directive 2020/XX/EC on Representative Actions for the Protection of the Collective Interests of Consumers,0.849789,"Adds the Digital Services Act to the list of EU laws covered by the Representative Actions Directive, enabling consumer organisations to bring collective redress actions for DSA violations.",NOISE,"CEP's position advocates broadly for a comprehensive DSA to replace the e-Commerce Directive framework and address terrorist/illegal content on platforms, but it expresses no specific stance on collective consumer redress mechanisms or the Representative Actions Directive. The provision's subject — extending collective action rights to DSA violations — is not addressed in CEP's submission, making the org text substantively unrelated to this specific provision.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,6,0,article,11,Legal representatives,0.854914,"Requires providers of intermediary services without EU establishment to designate a legal representative in a Member State, who can be held liable for non-compliance with the Regulation.",UNDETECTABLE,"DIGITALEUROPE advocates for the country-of-origin principle, meaning providers should be subject only to the law of their Member State of establishment — a position that could tension with a legal representative requirement that exposes non-EU-established providers to obligations across Member States. However, Article 11 specifically addresses providers *without* an EU establishment, a scenario DIGITALEUROPE's position does not directly address. It is genuinely unclear whether DIGITALEUROPE would view this provision as consistent with or contrary to the country-of-origin principle, making the direction of alignment ambiguous.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,6,0,article,14,Notice and action mechanisms,0.882056,"Establishes mandatory notice and action mechanisms for hosting services, requiring easy-to-access reporting tools and specifying minimum information elements (URL, reason for illegality, notifier identity, good faith statement) that make a notice actionable and trigger actual knowledge for liability purposes.",ALIGNED,"DIGITALEUROPE explicitly supports maintaining a notice and takedown regime and calls for formalising the system by establishing minimum information requirements (unique URL, alleged illegality type, notifier status) to make notices actionable without further back-and-forth — precisely what Article 14(2) delivers by mandating those exact elements. The provision directly responds to the org's specific ask for clarity, consistency, and defined minimum notice criteria, including the technology-neutral framing reflected in the structured but flexible list of required elements.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,6,0,article,5,Hosting,0.875949,"Article 5 establishes a conditional liability exemption for hosting service providers regarding third-party stored content, provided they lack knowledge of illegal activity or act expeditiously to remove it upon gaining such knowledge, with specific carve-outs for consumer-facing platforms and controlled recipients.",ALIGNED,"DIGITALEUROPE explicitly advocates for a horizontal liability regime covering all types of illegal third-party content, a clear distinction between illegal and merely harmful content (with harmful content excluded from the liability regime), and legal coherence to avoid fragmentation. Article 5 directly delivers on these positions: it establishes a horizontal conditional liability exemption for hosting providers tied specifically to ""illegal"" content/activity, and does not extend liability to lawful-but-harmful content — precisely the distinction DIGITALEUROPE called for.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,6,6,0,article,7,No general monitoring or active fact-finding obligations,0.873875,Prohibits the imposition of general monitoring or active fact-finding obligations on providers of intermediary services.,ALIGNED,"DIGITALEUROPE explicitly and specifically advocates for retaining the principle of no general monitoring obligations in the DSA, citing risks to fundamental rights and competition. The provision directly delivers this by prohibiting the imposition of general monitoring or active fact-finding obligations on intermediary service providers, which is precisely what the organisation asked for.",1,False
"Department of Business, Enterprise and Innovation",,hys_feedback,0,0,0,article,39,Requirements for Digital Services Coordinators,0.862123,"Establishes requirements for Digital Services Coordinators, including impartiality, transparency, timeliness, adequate resourcing, and full independence from external influence.",NOISE,"The organisation's position focuses on high-level governance principles — European oversight, collaboration between Member States, proportionality, and avoiding disproportionate burdens on any single Member State's regulatory body — without taking any specific stance on the independence, resourcing, or operational requirements of Digital Services Coordinators. The org text is too general and directionally broad to constitute a specific advocacy position that can be evaluated against this provision's concrete requirements.",1,False
"Department of Business, Enterprise and Innovation",,hys_feedback,0,0,0,article,43,Right to lodge a complaint,0.843355,"Establishes the right for recipients of intermediary services to lodge complaints against providers with the Digital Services Coordinator of their Member State of residence or establishment, which then routes the complaint appropriately.",NOISE,"The organisation's text expresses general support for a well-governed Digital Services Act with European oversight, proportionality, and balanced burden-sharing between Member States, but does not take any specific directional stance on complaint mechanisms or recipients' rights to lodge complaints. The position is too broad and general to constitute a specific advocacy position that can be evaluated against this particular provision.",1,False
"Department of Business, Enterprise and Innovation",,hys_feedback,0,0,0,article,45,Cross-border cooperation among Digital Services Coordinators,0.871387,"Establishes a cross-border cooperation mechanism among Digital Services Coordinators, including escalation to the Commission, to ensure enforcement of the Regulation across Member States.",ALIGNED,"The organisation explicitly advocates for a cooperation system involving collaboration between Member States and recourse to European oversight to prevent a disproportionate regulatory burden falling on any one Member State — directly mirroring the provision's cross-border cooperation framework with escalation to the Commission. The provision concretely delivers the mechanism the organisation called for, including European-level oversight (via the Commission) to resolve disputes between national Digital Services Coordinators.",1,False
