organisation,transparency_reg_id,source_type,preproposal_meetings_total,preproposal_meetings_commission,preproposal_meetings_ep,article_type,article_number,article_title,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
European Coalition for Corporate Justice (ECCJ),48872621093-60,hys_feedback,1,0,1,article,7,Preventing potential adverse impacts,0.86758,"Requires companies to take specific measures to prevent or mitigate potential adverse human rights and environmental impacts, including developing prevention action plans in consultation with affected stakeholders, seeking contractual assurances from business partners, making necessary investments, and as a last resort suspending or terminating business relationships.",ALIGNED,"The org explicitly advocates for mandatory EU-wide due diligence requiring companies to identify, prevent, cease, and mitigate human rights abuses in their value chains, consult relevant stakeholders, and assess the impact of their own purchasing practices on suppliers — all of which are directly reflected in Article 7's requirements to develop prevention action plans in consultation with affected stakeholders, seek contractual assurances cascading through the value chain, make necessary investments, and ultimately suspend or terminate relationships where impacts cannot be prevented. The provision concretely delivers the type of mandatory preventive due diligence obligations the org advocated for.",1,False
European Coalition for Corporate Justice (ECCJ),48872621093-60,hys_feedback,1,0,1,article,8,Bringing actual adverse impacts to an end,0.867108,"Requires companies to take specific measures to bring actual adverse impacts to an end, including neutralising impacts, developing corrective action plans, seeking contractual assurances, and as a last resort suspending or terminating business relationships.",ALIGNED,"ECCJ explicitly advocates for mandatory cross-sectoral human rights and environmental due diligence legislation with a strong liability and enforcement regime, citing cases where companies failed to address abuses in their value chains. Article 8 directly delivers on this by mandating concrete remedial actions — corrective plans, contractual cascading, and relationship termination — for companies to address actual adverse impacts in their value chains, which is precisely the direction ECCJ was pushing for.",1,False
European Coalition for Corporate Justice (ECCJ),48872621093-60,hys_feedback,1,0,1,article,9,Complaints procedure,0.86954,"Requires Member States to ensure companies establish a complaints procedure allowing affected persons, trade unions, workers' representatives, and civil society organisations to submit complaints about actual or potential adverse human rights and environmental impacts in their value chains.",ALIGNED,"ECCJ explicitly advocates for mandatory cross-sectoral human rights and environmental due diligence legislation with a strong enforcement regime and improved access to remedy rules, citing case studies of companies avoiding liability for value chain abuses. Article 9 directly delivers a concrete access-to-remedy and enforcement mechanism by mandating company-level complaints procedures open to affected persons and civil society — precisely the kind of enforcement and remedy access ECCJ called for.",1,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,1,Subject matter,0.877927,"Establishes rules on company obligations regarding human rights and environmental adverse impacts across their own operations, subsidiaries, and value chain business relationships, and on liability for violations of those obligations.",ALIGNED,"The ETUC explicitly advocates for due diligence obligations covering ""all its operations and the activities it is linked with through its business relationships, including its subcontracting and supply chains,"" as well as effective prevention, controls, sanctions, and remedies — all of which the provision directly delivers by establishing obligations across own operations, subsidiaries, and value chain business relationships, and by including liability for violations. The provision acts concretely in the same direction the ETUC advocated for.",4,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,10,Monitoring,0.875912,"Requires companies to periodically assess their own operations and value chain relationships to monitor the effectiveness of their due diligence measures, using qualitative and quantitative indicators, at least every 12 months or when significant new risks arise, and to update their due diligence policy accordingly.",ALIGNED,"The ETUC specifically advocated for periodic monitoring and assessment of due diligence plans using qualitative and quantitative indicators, and the provision directly delivers this — mandating periodic assessments (at least every 12 months) based on qualitative and quantitative indicators and requiring updates to the due diligence policy based on findings. The org's specific asks on indicator-based monitoring and periodic review are clearly reflected in the provision's concrete requirements.",1,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,11,Communicating,0.842943,"Requires companies not subject to CSRD reporting to publish an annual statement on their website covering due diligence matters, adverse impacts, and actions taken, with the Commission to specify content via delegated acts.",ALIGNED,"The ETUC explicitly calls for companies to publish an annual, specific, and comprehensive public report on the verifiable progress of their due diligence plans, actions undertaken, and any violations or negative impacts that have materialised. Article 11 directly delivers this by mandating an annual public statement covering due diligence, potential and actual adverse impacts, and actions taken — closely mirroring the ETUC's specific ask for annual public reporting on these exact elements.",1,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,14,Accompanying measures,0.854849,"Establishes accompanying measures including dedicated information platforms, financial support for SMEs, Commission support measures, and the ability for companies to rely on industry schemes and multi-stakeholder initiatives to fulfil due diligence obligations.",UNDETECTABLE,"The ETUC's position focuses on two specific concerns: (1) that due diligence should cover all business relationships across the full supply/subcontracting chain without limiting scope to established relationships, and (2) that public authorities (not industry schemes) should monitor compliance. Article 14 addresses supporting measures and explicitly allows companies to rely on industry schemes and multi-stakeholder initiatives — a mechanism the ETUC's position implicitly resists in favour of public monitoring. However, the provision does not directly address the scope of business relationships covered, and while the ETUC's preference for public oversight over industry self-regulation creates a tension with Article 14(4), the provision does not eliminate public oversight either. The connection is real but the direction of alignment is genuinely ambiguous.",1,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,2,Scope,0.849211,"Establishes the scope of the Directive by limiting its application to companies above specific employee and turnover thresholds (500+ employees and €150M+ turnover, or 250+ employees and €40M+ turnover in specific high-risk sectors), explicitly excluding SMEs and smaller companies.",OPPOSING,"ETUC explicitly advocates that the directive should cover ""all companies, including SMEs,"" regardless of size or sector, arguing that size-based limitations would exclude many companies with significant human rights impacts. The provision does the opposite by establishing high employee and turnover thresholds that explicitly exclude SMEs and smaller companies from the directive's scope.",3,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,20,Sanctions,0.864595,"Requires Member States to establish effective, proportionate, and dissuasive sanctions for infringements, including pecuniary sanctions based on company turnover, with publication of sanction decisions.",ALIGNED,"The ETUC explicitly called for ""proportionate, effective and dissuasive sanctions"" including ""financial sanctions in proportion with companies' turnover,"" which directly mirrors the provision's requirements for effective, proportionate, and dissuasive sanctions based on turnover. The provision delivers the specific sanction framework the ETUC advocated for, though it does not include the public procurement exclusion the ETUC also requested.",1,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,22,Civil liability,0.869353,"Establishes civil liability for companies that fail to comply with due diligence obligations under Articles 7 and 8, where such failure leads to adverse human rights or environmental impacts causing damage, including provisions on liability scope, exemptions for indirect partners, and interaction with other liability regimes.",ALIGNED,"The ETUC specifically called for a liability framework for companies that fail to respect due diligence obligations when human rights, social, and environmental violations occur, including in supply and subcontracting chains. Article 22 directly delivers this by establishing civil liability for companies that fail their due diligence obligations under Articles 7 and 8, covering adverse impacts in the value chain — precisely the mechanism ETUC advocated for.",1,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,26,Setting up and overseeing due diligence,0.854048,"Requires Member States to ensure that company directors are personally responsible for setting up, overseeing, and adapting corporate strategy based on due diligence actions, including reporting to the board of directors.",ALIGNED,"The ETUC explicitly called for ""high-level corporate responsibility, including directors' liability"" for addressing identified violations through the due diligence plan, as well as adequate oversight and budget allocations to guarantee implementation. Article 26 directly responds to this by placing personal responsibility on directors for overseeing due diligence and adapting corporate strategy accordingly, which aligns with ETUC's specific ask for director-level accountability.",3,True
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,29,Review,0.847949,"Requires the Commission to submit a review report 7 years after entry into force, evaluating the Directive's effectiveness and assessing specific issues such as thresholds, sector coverage, the Annex, and extension to climate impacts.",NOISE,"The ETUC's position focuses on the adequacy of companies' reporting frameworks, proportionality of reporting obligations, alignment with non-financial reporting law, and embedding responsible business conduct into management systems — none of which directly address the review mechanism established in Article 29. The org text does not express any specific advocacy position on the Commission's review process, its timing, or the specific evaluation criteria (thresholds, sector lists, climate extension) that the provision covers.",1,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,4,Due diligence,0.885639,"Establishes mandatory due diligence obligations for companies, including integrating due diligence into policies, identifying adverse impacts, preventing/mitigating impacts, establishing complaints procedures, monitoring effectiveness, and publicly communicating on due diligence.",ALIGNED,"The ETUC specifically advocates for companies to verify and monitor the implementation of due diligence plans, establish early alert/complaints mechanisms, and publish comprehensive public reports on due diligence progress — all of which are directly reflected in Article 4's requirements for monitoring effectiveness (Art. 10), establishing complaints procedures (Art. 9), and publicly communicating on due diligence (Art. 11). The provision takes concrete action in the same direction the org advocated for, delivering on the specific asks around monitoring, complaints mechanisms, and public reporting.",2,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,5,Integrating due diligence into companies’ policies,0.851487,"Requires companies to integrate due diligence into all corporate policies, including a code of conduct for employees and subsidiaries, and processes to verify compliance and extend application to established business relationships, updated annually.",ALIGNED,"The ETUC explicitly advocates that due diligence requirements should cover companies' own activities, subsidiaries, and business relationships including supply and subcontracting chains. Article 5 concretely requires companies to integrate due diligence into all corporate policies and extend its application to established business relationships, directly responding to ETUC's call for broad coverage of business relationships. While ETUC also warns against limiting due diligence only to ""established business relationships,"" the provision's requirement to cover subsidiaries and business relationships moves in the direction ETUC advocated, making this a clear alignment on the core ask.",5,True
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,6,Identifying actual and potential adverse impacts,0.865896,"Requires companies to identify actual and potential adverse human rights and environmental impacts arising from their own operations, subsidiaries, and established business relationships in their value chains, including through consultations with potentially affected groups such as workers.",ALIGNED,"ETUC explicitly advocates that due diligence obligations should cover ""all its operations and the activities it is linked with through its business relationships, including its subcontracting and supply chains,"" which directly mirrors Article 6's requirement to identify impacts from own operations, subsidiaries, and established business relationships across value chains. Furthermore, ETUC calls for worker consultation as part of the legal basis (referencing TFEU on information and consultation of workers), and Article 6(4) explicitly requires companies to carry out consultations with potentially affected groups ""including workers,"" reflecting this specific ask.",2,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,7,Preventing potential adverse impacts,0.869845,"Requires companies to take specific preventive measures against adverse human rights and environmental impacts, including developing prevention action plans, seeking contractual assurances from business partners, making investments, and as a last resort suspending or terminating business relationships.",UNDETECTABLE,"The ETUC's position focuses specifically on access to justice, effective remedies for victims, and a liability framework (including criminal liability) for companies that fail their due diligence obligations — not on the preventive measures mechanism itself. While Article 7 operates within the same due diligence framework the ETUC supports, the provision addresses prevention and mitigation actions rather than the liability/remedy/access-to-justice elements the ETUC explicitly advocates for. There is a real thematic connection (corporate due diligence obligations in supply chains), but the provision does not respond to the ETUC's specific asks, making the direction of alignment genuinely ambiguous.",1,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,8,Bringing actual adverse impacts to an end,0.871666,"Requires companies to take specific corrective actions to bring actual adverse impacts to an end, including payment of damages, corrective action plans, contractual assurances, and as a last resort, suspension or termination of business relationships.",UNDETECTABLE,"The ETUC specifically advocates for effective remedies for victims and a liability framework when companies fail to meet due diligence obligations. Article 8 establishes corrective action obligations and remediation measures (including payment of damages) but does not directly address the access-to-justice and liability framework the ETUC focuses on. While there is a real thematic connection — both concern consequences when adverse impacts occur — the provision deals with companies' internal remediation obligations rather than the victim-facing liability and access-to-justice mechanisms the ETUC explicitly calls for, making it genuinely unclear whether this provision satisfies, contradicts, or ignores the ETUC's specific ask.",1,False
European Trade Union Confederation (ETUC),,hys_feedback,0,0,0,article,9,Complaints procedure,0.875728,"Establishes a complaints procedure requiring companies to allow affected persons, trade unions, workers' representatives, and civil society organisations to submit complaints about actual or potential adverse human rights and environmental impacts, and to follow up on those complaints.",ALIGNED,"ETUC explicitly advocates for effective remedies and access to justice for victims including trade unions and other interested third parties, and specifically calls for the ability to submit claims against companies in Member State jurisdictions. Article 9 directly delivers on this by creating a formal complaints mechanism that explicitly includes trade unions and workers' representatives as eligible complainants, with procedural follow-up rights — a concrete step in the direction ETUC advocated for.",1,False
EuropeanIssuers,20935778703-23,hys_feedback,1,0,1,article,15,Combating climate change,0.844675,"Requires companies to adopt a climate transition plan compatible with the Paris Agreement (1.5°C), identify climate risks/impacts, include emission reduction objectives where climate is a principal risk, and link variable remuneration to fulfilment of these obligations.",ALIGNED,"The org explicitly advocates for directors to integrate corporate sustainability risks and opportunities into corporate strategy with science-based targets ""including as regards climate targets aligned to the Paris agreement."" The provision directly delivers this by requiring companies to adopt transition plans compatible with the Paris Agreement and link director remuneration to fulfilment of climate obligations, closely mirroring the org's stated position.",2,True
EuropeanIssuers,20935778703-23,hys_feedback,1,0,1,article,20,Sanctions,0.873102,"Establishes that Member States must set effective, proportionate, and dissuasive sanctions for infringements, with pecuniary sanctions based on turnover, and requires publication of sanction decisions.",UNDETECTABLE,"EuropeanIssuers supports the use of sanctions for non-compliance as an enforcement mechanism, which aligns with the provision creating a sanctions regime. However, the org also emphasises proportionality and legal certainty, and the provision's requirement that pecuniary sanctions be based on turnover and that decisions be published goes beyond what the org specifically advocated for — making it genuinely unclear whether the provision fully satisfies, partially contradicts, or simply exceeds the org's position.",2,False
EuropeanIssuers,20935778703-23,hys_feedback,1,0,1,article,22,Civil liability,0.869092,"Establishes civil liability for companies that fail to comply with due diligence obligations under Articles 7 and 8, including for damages caused by indirect business partners in the value chain, with limited safe harbour provisions.",OPPOSING,"EuropeanIssuers explicitly argues that EU companies should not be liable for supply chain damages unless they directly caused or intentionally contributed to the harm. The provision, however, establishes broad civil liability extending to indirect business partners in the value chain, going well beyond the direct causation/intentional contribution threshold the organisation advocates for — directly contradicting the org's stated position.",1,False
EuropeanIssuers,20935778703-23,hys_feedback,1,0,1,article,25,Directors’ duty of care,0.855729,"Requires directors of in-scope companies to take into account sustainability matters (including human rights, climate change, and environmental consequences) when fulfilling their duty to act in the best interest of the company, and makes breach of this duty subject to existing liability provisions.",ALIGNED,"The organisation explicitly advocated for directors to take into account all stakeholders' interests and corporate sustainability risks, impacts and opportunities as part of their duty of care, including climate and environmental targets — which is precisely what Article 25 establishes. The provision directly delivers the specific ask the organisation made regarding directors' duties and sustainability integration into corporate decision-making.",1,False
EuropeanIssuers,20935778703-23,hys_feedback,1,0,1,article,6,Identifying actual and potential adverse impacts,0.866252,"Requires companies to identify actual and potential adverse human rights and environmental impacts arising from their own operations, subsidiaries, and established business relationships in their value chains, including through consultations with affected stakeholders.",ALIGNED,"EuropeanIssuers explicitly endorses measures requiring companies to identify and address adverse sustainability impacts (human rights, environmental, climate) through their value chains as part of a due diligence duty, which directly corresponds to what Article 6 establishes. The organisation's position specifically calls for identifying and preventing relevant risks and mitigating negative impacts across the value chain, aligning with the provision's concrete requirement to identify actual and potential adverse impacts in companies' own operations and value chains.",1,False
EuropeanIssuers,20935778703-23,hys_feedback,1,0,1,article,8,Bringing actual adverse impacts to an end,0.869785,"Requires companies to take specific actions to bring actual adverse impacts to an end, including neutralising impacts, developing corrective action plans, seeking contractual assurances, making investments, and as a last resort suspending or terminating business relationships.",NOISE,"EuropeanIssuers' text does not express a specific directional advocacy position on the mechanisms for addressing adverse impacts — it merely quotes the IIA's call for due diligence measures and adds only a general statement that ""the issue of due diligence through supply chains is extremely important."" This is a general endorsement without a specific stance on how adverse impacts should be remediated, making it impossible to evaluate whether the provision's concrete remediation mechanisms (corrective action plans, contractual cascading, termination of relationships, etc.) respond to any specific ask by the organisation.",1,False
EuropeanIssuers,20935778703-23,hys_feedback,1,0,1,article,9,Complaints procedure,0.863257,"Establishes a mandatory complaints procedure requiring companies to allow affected persons, trade unions, workers' representatives, and civil society organisations to submit complaints about actual or potential adverse human rights and environmental impacts across their value chains.",NOISE,"EuropeanIssuers' text expresses only a general acknowledgment that due diligence through supply chains is ""extremely important"" and summarises the IIA's call for measures to address adverse sustainability impacts — without taking any specific directional stance on complaints procedures, complainant standing, or grievance mechanisms. This is a general endorsement of the due diligence topic rather than a specific advocacy position that can be evaluated against the provision's concrete requirements.",1,False
Federation of Finnish Enterprises (Suomen Yrittäjät),,hys_feedback,0,0,0,article,8,Bringing actual adverse impacts to an end,0.873646,"Requires companies to take specific corrective actions to end or minimise actual adverse impacts in their value chains, including providing targeted support for SMEs in their value chain where compliance would jeopardise SME viability, and ensuring fair, reasonable, and non-discriminatory contractual terms when dealing with SMEs.",ALIGNED,"The Federation of Finnish Enterprises specifically advocates for broader consideration of SME impacts in due diligence obligations, highlighting SMEs' weaker bargaining power, limited resources, and dependence on supplier information. Article 8 directly responds to these concerns by including provisions (Art. 8(3)(e) and Art. 8(5)) that require companies to provide targeted and proportionate support to SMEs where compliance would jeopardise their viability, and to apply fair, reasonable, and non-discriminatory contractual terms when dealing with SMEs — concrete protections that align with the org's specific advocacy for alleviating the burden on SMEs in supply chain due diligence.",1,False
Federation of the European Sporting Goods Industry (FESI),616677713667-62,hys_feedback,1,0,1,article,7,Preventing potential adverse impacts,0.873078,"Requires companies to take specific preventive measures against adverse human rights and environmental impacts, including developing prevention action plans, seeking contractual assurances through cascading obligations, making investments, supporting SMEs, and as a last resort suspending or terminating business relationships.",UNDETECTABLE,"FESI advocates for a framework grounded in leverage and direct business relationships, legal certainty, flexibility, SME support, and recognition of industry schemes — positions that partially overlap with elements of Article 7 (e.g., SME support in Art. 7(2)(d), contractual cascading). However, FESI's core ask is that obligations be limited to where companies have genuine leverage and direct relationships, while Article 7 extends obligations to indirect relationships (para. 3) and mandates termination of business relationships (para. 5), which could be seen as going beyond FESI's preferred scope. The direction of alignment is genuinely ambiguous: some provisions respond to FESI's asks while others may contradict them, making it impossible to confidently classify as fully aligned or opposing.",1,False
Forest Peoples' Programme,931511831742-24,hys_feedback,0,0,0,article,6,Identifying actual and potential adverse impacts,0.864852,"Requires companies to identify actual and potential adverse human rights and environmental impacts from their own operations, subsidiaries, and established business relationships, including through consultations with potentially affected groups and stakeholders.",ALIGNED,"The organisation explicitly advocates for HREDD requirements on companies including financial institutions, and for giving affected rights-holders the ability to participate in consultation mechanisms. Article 6 directly establishes identification obligations for adverse human rights and environmental impacts and mandates consultations with potentially affected groups — concrete action in the direction the organisation advocated. The provision's requirement for stakeholder consultation aligns specifically with the org's ask (point 4) for affected rights-holders to participate in due diligence processes.",1,False
Frank Bold,57221111091-19,hys_feedback,0,0,0,article,15,Combating climate change,0.848487,"Requires companies to adopt a climate transition plan compatible with the Paris Agreement (1.5°C), include emission reduction objectives if climate change is a principal risk/impact, and link variable remuneration to fulfilment of these obligations.",ALIGNED,The org text explicitly suggests that directors could be required to explain how the company's strategy and targets are aligned with the Paris Agreement — which is precisely what Article 15 mandates through transition plans compatible with the Paris Agreement. The reference to planetary boundaries and sustainability frameworks further supports a directional alignment with the provision's concrete requirements.,1,False
Frank Bold,57221111091-19,hys_feedback,0,0,0,article,25,Directors’ duty of care,0.855297,"Requires directors of in-scope companies to take into account sustainability matters — including human rights, climate change, and environmental consequences across short, medium, and long-term horizons — when fulfilling their duty to act in the best interest of the company, and makes breach of this duty subject to existing liability provisions.",ALIGNED,"Frank Bold explicitly advocates for a legally-binding obligation on directors to consider and address sustainability matters (environmental, social, human rights) as part of their duties, counteracting short-term financial pressures — which is precisely what Article 25 establishes by embedding sustainability considerations (including human rights, climate change, and environmental consequences across time horizons) into directors' duty of care and making breaches enforceable. The provision acts in the same direction as the org's specific ask for legally binding director accountability on sustainability.",1,False
Friends of the Irish Environment,,hys_feedback,0,0,0,article,15,Combating climate change,0.844696,"Requires large companies to adopt a transition plan compatible with limiting global warming to 1.5°C, include emission reduction objectives if climate change is a principal risk or impact, and link variable director remuneration to fulfilment of these obligations.",ALIGNED,"The organisation explicitly argues that corporate law must be reformed to address rising greenhouse gas emissions and the need to stay within a 1.5°C warming limit, calling for systemic change in how companies operate. Article 15 directly responds to this by mandating that companies adopt climate transition plans aligned with the 1.5°C Paris Agreement target and include emission reduction objectives — concrete action in precisely the direction the organisation advocated.",1,False
Global Legal Entity Identifier Foundation (GLEIF),660337819709-62,hys_feedback,0,0,0,article,2,Scope,0.851301,"Establishes the scope of the Corporate Sustainability Due Diligence Directive by defining which companies (by size, turnover, and sector) are subject to its supply chain due diligence obligations.",UNDETECTABLE,"GLEIF specifically advocates for requiring the Legal Entity Identifier (LEI) as a tool for entity identification in supply chain due diligence, including for SMEs and entities in developing countries. The provision defines the scope of the Directive (employee thresholds, turnover, sectors) but does not address entity identification standards or the use of LEIs. While there is a real thematic connection — GLEIF's position is directly aimed at supply chain due diligence frameworks like this one — it is genuinely unclear whether this scoping provision satisfies, contradicts, or simply ignores GLEIF's specific ask for LEI requirements, as the provision neither adopts nor rejects that mechanism.",1,False
H&M Group,937959014241-02,hys_feedback,1,0,1,article,22,Civil liability,0.865536,"Establishes civil liability for companies that fail to comply with due diligence obligations under Articles 7 and 8, while providing a safe harbour for companies that have taken appropriate preventive/remedial actions regarding indirect business partners, and taking into account company efforts, investments, and collaboration in assessing liability.",ALIGNED,"H&M explicitly advocates for clarity on the scope and depth of liability, a reasonable scope that is not exclusively focused on companies at the top of complex value chains, and recognition of preventive and remedial actions as mitigating factors. Article 22 directly responds to these asks by establishing a safe harbour for companies that have taken appropriate actions regarding indirect partners, and by requiring that courts take into account company efforts, investments, and collaboration when assessing liability — precisely the kind of balancing mechanism H&M called for.",1,False
Japan Business Council in Europe (JBCE),68368571120-55,hys_feedback,0,0,0,article,14,Accompanying measures,0.871746,"Requires Member States to set up information/support platforms for companies and SMEs in value chains, allows financial support for SMEs, and enables the Commission to complement these measures, facilitate joint stakeholder initiatives, and issue guidance on industry schemes and multi-stakeholder initiatives.",ALIGNED,"JBCE specifically advocates for the Commission to recognise and build on existing collective/industry initiatives and to provide tools, guidance, and stronger public-private collaboration to help companies fulfil due diligence obligations. Article 14 directly delivers on both asks: it explicitly allows companies to rely on industry schemes and multi-stakeholder initiatives (path a for the first ask) and mandates Member States to set up support platforms while empowering the Commission to issue guidance and facilitate joint stakeholder initiatives (path a for the second ask).",1,False
Ministry of Foreign Affairs of the Netherlands,,hys_feedback,0,0,0,article,29,Review,0.84477,"Requires the Commission to review the Directive's implementation after 7 years, including evaluating whether thresholds, sector scope, annexes, and climate impact coverage need adjustment.",NOISE,"The organisation's text expresses general advocacy positions around proportionality, OECD/UNGP alignment, coherence with existing measures, and legal certainty, but does not take a specific directional stance on the review mechanism or its particular evaluation criteria (thresholds, sector lists, climate extension). The positions are too broad and general to constitute a specific advocacy position that this review provision either satisfies or contradicts.",1,False
Nordic Company Law Scholars,,hys_feedback,0,0,0,article,11,Communicating,0.840308,"Requires companies not subject to CSRD reporting obligations to publish an annual due diligence statement on their website by 30 April each year, with content specified by delegated acts.",NOISE,"The org's text discusses quarterly financial reporting, the Transparency Directive, MAR disclosure obligations, and the voluntary use of interim financial reports — none of which relate to the mandatory due diligence communication requirement for non-CSRD companies established in Article 11. The org's general endorsement of non-financial/sustainability disclosure is too vague and incidental to constitute a specific advocacy position on this provision's subject matter.",1,False
Nordic Company Law Scholars,,hys_feedback,0,0,0,article,17,Supervisory Authorities,0.850774,"Establishes a framework for Member State supervisory authorities to oversee company compliance with due diligence obligations, including rules on competence, independence, and cooperation.",NOISE,"The organisation's text focuses on subsidiarity concerns and opposition to EU-level harmonisation of corporate governance (specifically board composition and remuneration), with no specific advocacy position on the designation, structure, or independence of national supervisory authorities. The subjects are not substantively connected in a directional way that would allow alignment or opposition to be assessed.",1,False
Nordic Company Law Scholars,,hys_feedback,0,0,0,article,25,Directors’ duty of care,0.857227,"Requires Member States to ensure directors take into account sustainability matters (including human rights, climate change, and environmental consequences) when fulfilling their duty to act in the best interest of the company, and that breach of directors' duties provisions apply to this article.",OPPOSING,"The provision does exactly what the Nordic Company Law Scholars explicitly argue against: it introduces a statutory provision expanding and detailing directors' duties to include sustainability considerations. The organisation clearly states it finds ""no pressing reason to change the way our national company law legislation deals with directors' duties,"" believes existing national law already covers sustainability risks adequately, and expresses scepticism toward legislation that ""expands and details the content of directors' duties"" into ""long reiterations of political aspirations."" The provision directly contradicts the organisation's position.",1,False
Nordic Company Law Scholars,,hys_feedback,0,0,0,article,27,Amendment to Directive (EU) No 2019/1937,0.846214,Amends Directive (EU) 2019/1937 (the Whistleblowing Directive) to add the Corporate Sustainability Due Diligence Directive to the list of EU acts covered by whistleblower protection.,NOISE,"The organisation's text consists entirely of footnote references to existing EU legislation (the Shareholder Rights Directive II and a 2012 Action Plan on company law) with no substantive advocacy position expressed regarding whistleblower protections, the Whistleblowing Directive, or the amendment at issue. There is no directional stance that can be evaluated against this provision.",1,False
Rainforest Alliance,60554685648-73,hys_feedback,0,0,0,article,13,Guidelines,0.857278,"Authorises the Commission to issue optional guidelines for companies and Member State authorities on fulfilling due diligence obligations, including for specific sectors or adverse impacts.",NOISE,"The Rainforest Alliance's position is a general endorsement of mandatory due diligence legislation with three broad recommendations (notably protecting smallholder farmers), but it does not express any specific stance on whether the Commission should issue guidelines or what those guidelines should contain. The org text contains no directional advocacy position that can be evaluated against this particular provision.",1,False
ShareAction,75791956264-20,hys_feedback,0,0,0,article,29,Review,0.844227,"Requires the Commission to review the Directive's implementation after 7 years, including assessing whether thresholds should be lowered, sector lists changed, annexes modified, and whether climate impact provisions should be extended.",NOISE,"ShareAction's text expresses general support for the Commission's sustainable corporate governance initiative and calls for ambitious corporate transparency rules, but does not take any specific position on review mechanisms, thresholds, sector lists, or the extension of climate provisions. The org's position is too general and lacks a directional stance on the specific elements this review article establishes.",1,False
"The Danish Ministry of Industry, Business and Financial Affairs",,hys_feedback,0,0,0,article,13,Guidelines,0.857464,"Authorises the Commission to issue optional guidelines to support companies and Member State authorities in fulfilling due diligence obligations, including for specific sectors or adverse impacts.",ALIGNED,"The Danish Government explicitly encourages the Commission to look at voluntary measures and a 'smart mix' of approaches to address due diligence challenges, recognising the complex legal and practical issues involved. The provision's optional, guidance-based mechanism — issuing non-binding guidelines to support companies — directly responds to this advocacy for voluntary/soft-law tools alongside mandatory requirements, representing a concrete action in the direction the organisation advocated for.",2,False
"The Danish Ministry of Industry, Business and Financial Affairs",,hys_feedback,0,0,0,article,25,Directors’ duty of care,0.851386,"Requires Member States to ensure that company directors take into account sustainability matters — including human rights, climate change, and environmental consequences across short, medium, and long-term horizons — when fulfilling their duty to act in the best interest of the company, and that breach-of-duty provisions apply to this article.",ALIGNED,"The Danish Government explicitly agrees with the Commission that directors should be empowered to integrate a wider range of interests — including employees and the environment — beyond short-term shareholder interests, which is precisely what Article 25 establishes. While the org also urges caution and thorough analysis before adoption, its core directional stance (broadening directors' duties to include sustainability considerations) is clearly aligned with the concrete action the provision takes.",1,False
"The Danish Ministry of Industry, Business and Financial Affairs",,hys_feedback,0,0,0,article,26,Setting up and overseeing due diligence,0.856103,"Requires Member States to ensure that company directors are personally responsible for putting in place, overseeing, and reporting on due diligence actions, and for adapting corporate strategy based on identified adverse impacts.",ALIGNED,"The Danish Government explicitly supports a harmonised EU approach to regulating due diligence processes and references director duties as a key element of this initiative. The provision directly establishes director-level responsibility for due diligence — precisely the kind of concrete regulatory action on due diligence and board/director duties that the org advocates for, satisfying path (b) for ALIGNED.",1,False
"The Danish Ministry of Industry, Business and Financial Affairs",,hys_feedback,0,0,0,article,5,Integrating due diligence into companies’ policies,0.850385,"Requires companies to integrate due diligence into all corporate policies, maintain a due diligence policy with specific elements (approach description, code of conduct, implementation processes), and update it annually.",ALIGNED,"The Danish Government explicitly supports a harmonized EU approach to regulating due diligence processes and finds it ""a necessary step in order to ensure that companies integrate their environmental [and social considerations]."" Article 5 directly delivers on this by mandating that companies integrate due diligence into all corporate policies — precisely the direction the organisation advocated for.",1,False
"The Research Group Companies, Markets and Sustainability",,hys_feedback,0,0,0,article,11,Communicating,0.854042,"Requires companies not subject to CSRD reporting to publish an annual due diligence statement on their website, with the Commission empowered to adopt delegated acts specifying the content and criteria for such reporting.",ALIGNED,"Both the provision and the org position address the Commission's use of delegated acts to provide binding guidance/content specifications for reporting obligations, and the org explicitly advocates for such delegated acts to govern reporting content. Additionally, the org's call for proportionality/scalability in reporting duties and the provision's targeted application to smaller companies not covered by CSRD reflect a shared directional concern about tailoring reporting requirements to company size and complexity.",6,False
