organisation,transparency_reg_id,source_type,preproposal_meetings_total,preproposal_meetings_commission,preproposal_meetings_ep,article_type,article_number,article_title,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
European Broadcasting Union,93288301615-56 (EBU aisbl),hys_feedback,0,0,0,article,7,National regulatory authorities or bodies,0.864523,"Assigns responsibility for applying Chapter III of the Regulation to national regulatory authorities, requires them to meet the independence and resource standards of Article 30 of Directive 2010/13/EU, and grants them investigative powers.",ALIGNED,The EBU explicitly calls for NRAs to be independent and for the Commission to further specify independence criteria building on AVMSD (Directive 2010/13/EU). The provision directly ties NRA obligations to Article 30 of Directive 2010/13/EU (which contains the independence requirements) and additionally requires Member States to ensure adequate resources — both concrete actions in the direction the EBU advocated for.,4,False
European Publishers Council (EPC),4456380381-30,hys_feedback,4,4,0,article,21,Assessment of media market concentrations,0.87777,"Requires Member States to establish substantive and procedural rules for assessing media market concentrations that could significantly impact media pluralism and editorial independence, including advance notification requirements, designation of national regulatory authorities, and objective assessment criteria distinct from competition law.",OPPOSING,"The EPC explicitly argues that the Media Freedom Act (MFA) should NOT become a harmonisation of rules on media concentration or an anti-consolidation tool, and sees no justification for harmonising national ownership and concentration rules. Article 21 does precisely that — it mandates that Member States establish harmonised substantive and procedural rules for assessing media market concentrations, including advance notification and pluralism-impact assessments, directly contradicting the EPC's stated position.",1,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,1,Subject matter and scope,0.86513,"Establishes the scope of the Regulation, covering common rules for the internal market for media services including the creation of the European Board for Media Services, while clarifying its relationship to other EU legal instruments and Member States' ability to adopt more detailed rules.",ALIGNED,"ERGA explicitly advocates for an integrated EU internal media market and the safeguarding of media pluralism and independence, noting that fragmented national rules hinder cross-border media operations. The provision directly responds to this by establishing a Regulation laying down common rules for the proper functioning of the internal market for media services, which is precisely the kind of EU-level harmonisation ERGA called for. The creation of the European Board for Media Services also aligns with ERGA's push for structured EU-level media governance.",1,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,12,Tasks of the Board,0.870085,"Establishes the tasks of the European Board for Media Services, including promoting consistent application of media rules, advising the Commission, issuing opinions on cross-border cases, coordinating national measures on third-country providers, fostering cooperation on technical standards, and organising structured dialogue.",ALIGNED,"ERGA explicitly advocates for clear legal mandates for regulators, guidance on key areas like prominence and balanced media coverage, and strengthened cooperation on cross-border cases, jurisdiction matters, third-country providers, and cross-border implementation of EU media rules. The provision directly delivers on these asks by assigning the Board concrete tasks including issuing guidance (Article 12(h)), coordinating on third-country providers (Article 12(k)), cooperating on cross-border enforcement (Article 12(b), (e)), and drawing up opinions on internal market matters — closely mirroring ERGA's specific advocacy positions.",6,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,13,Structured cooperation,0.862743,"Establishes a structured cooperation mechanism between national regulatory authorities, including procedures for requesting mutual assistance, timelines for responses, and referral to the Board when cooperation is insufficient.",ALIGNED,"ERGA explicitly advocates for its role as a ""cross-border cooperation enabler"" among independent national regulators, and the provision directly establishes a structured cross-border cooperation mechanism between national regulatory authorities (NRAs), with the Board (ERGA's successor body) playing a key role in resolving disputes. The provision concretely operationalises the cross-border cooperation function that ERGA advocated for, aligning with its stated position.",3,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,14,Requests for enforcement of obligations by video-sharing platforms,0.851355,"Establishes a cross-border enforcement cooperation mechanism allowing national regulatory authorities to request each other to enforce video-sharing platform obligations, with a mediation and opinion process through the Board in case of disagreement.",ALIGNED,"ERGA explicitly advocates for strengthened cooperation among media regulators on cross-border cases, including cooperating in the cross-border implementation of EU media rules and handling cross-border jurisdiction matters. Article 14 directly establishes such a cross-border enforcement cooperation mechanism between national regulatory authorities, which responds to ERGA's specific ask for coordinated cross-border implementation of EU media rules.",4,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,15,Guidance on media regulation matters,0.873273,"Establishes the Board's role in fostering exchange of best practices, providing expertise to assist the Commission on guidance (including on prominence of audiovisual media services of general interest), and facilitating cooperation among stakeholders on technical standards.",ALIGNED,"ERGA explicitly advocates that it should issue guidance based on existing best practices to assist Member States and NRAs on key areas including prominence of content of general interest — precisely what Article 15 establishes by tasking the Board with fostering best-practice exchange and providing expertise on, among other things, the appropriate prominence of audiovisual media services of general interest. The provision directly delivers the mechanism ERGA called for.",4,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,16,Coordination of measures concerning media service providers established outside the Union,0.87139,"Establishes a coordination mechanism whereby the Board (ERGA) coordinates national regulatory measures concerning media service providers established outside the Union that pose risks to public security and defence, and may issue opinions on appropriate national measures.",ALIGNED,"ERGA explicitly advocated for strengthened cooperation among media regulators to coordinate in cases related to licensing or activities of third-country providers contravening European media standards, which directly corresponds to what Article 16 establishes — a Board-level coordination mechanism for national measures targeting media service providers established outside the Union. The provision also grants the Board the ability to issue opinions on national measures, aligning with ERGA's position that it should play a coordinating and guidance-issuing role in cross-border and third-country cases.",6,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,17,Content of media service providers on very large online platforms,0.867148,"Establishes a self-declaration mechanism for media service providers on very large online platforms, requiring platforms to prioritise complaints, communicate reasons for suspensions, and publish transparency reports regarding restrictions on media content.",NOISE,"The org's position specifically advocates for a general pluralism obligation in EMFA applying to all audiovisual media, particularly during election periods, with flexibility for Member States. Article 17 deals with a completely different subject — the relationship between media service providers and very large online platforms, including declaration mechanisms, suspension procedures, and transparency reporting. There is no substantive advocacy position in the org text that relates to the platform-media provider relationship addressed by this provision.",3,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,18,Structured dialogue,0.844515,"Establishes a structured dialogue organised by the Board between very large online platforms, media service providers, and civil society to discuss best practices, foster access to diverse independent media, and monitor adherence to self-regulatory initiatives against harmful content including disinformation.",OPPOSING,"ERGA explicitly argues that self-regulation alone is insufficient and must not substitute regulation, insisting on a regulatory backstop involving media regulators in a genuine co-regulatory approach. The provision, however, focuses on monitoring self-regulatory initiatives through a structured dialogue without establishing the binding regulatory backstop ERGA advocates for, effectively reinforcing a self-regulatory framework that ERGA warns against as inadequate on its own.",3,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,19,Right of customisation of audiovisual media offer,0.845676,"Establishes a user right to easily change default settings on devices and user interfaces to customise their audiovisual media offer, and requires manufacturers/developers to include such functionality.",NOISE,"The org text is a survey/questionnaire focused entirely on audience measurement systems, transparency, and EU-level monitoring mechanisms — it contains no substantive advocacy position on user customisation rights or default settings on devices. There is no meaningful connection between the org's text and the provision's subject matter.",2,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,20,National measures affecting the operation of media service providers,0.884241,"Requires national measures affecting media service providers to be justified, proportionate, transparent, non-discriminatory, subject to clear timeframes, and subject to independent appeal, while also empowering an independent EU Board to issue opinions on national measures likely to affect the internal market.",ALIGNED,"ERGA explicitly advocated for setting out common basic procedural criteria for administrative decisions affecting media outlets (e.g. non-discrimination, proportionality), requiring Member States to justify national measures affecting media market entry/operation, and entrusting an independent EU body to monitor and provide opinions on such national measures. Article 20 directly delivers all three of these specific asks: it mandates that national measures be justified, proportionate, transparent, and non-discriminatory (paragraph 1); sets clear timeframe requirements for procedures (paragraph 2); and empowers the independent Board to draw up opinions on national measures likely to affect the internal market (paragraph 4).",6,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,21,Assessment of media market concentrations,0.901779,"Requires Member States to establish substantive and procedural rules for assessing media market concentrations' impact on media pluralism and editorial independence, with specific criteria, NRA involvement, and a Board consultation mechanism.",ALIGNED,"ERGA explicitly advocated for ""basic common standards (structural rules and general principles)"" for Member States' assessment of media market transactions' effects on media pluralism, while opposing full harmonisation of national procedures or an EU-level procedure as excessive. Article 21 does precisely this — it sets out common standards and general principles (transparency, objectivity, proportionality, NRA involvement, advance notification, distinct assessment from competition law) without fully harmonising national procedures, directly matching ERGA's preferred approach.",8,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,22,Opinions on media market concentrations,0.884861,"Establishes a mechanism whereby the Board (ERGA) can draw up opinions on the impact of media market concentrations on media pluralism and editorial independence, upon request of the Commission or on its own initiative, with those opinions made publicly available.",ALIGNED,"ERGA explicitly expressed support for entrusting an independent EU body to issue opinions and/or recommendations on the effects of media market transactions on media pluralism, while opposing a full EU-level procedure as excessive. Article 22 does precisely that — it empowers the Board (ERGA) to issue opinions on media market concentrations affecting pluralism, without creating a binding EU-level assessment procedure, which aligns with ERGA's stated preference for opinions/recommendations over a full harmonised procedure.",3,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,23,Audience measurement,0.889132,"Establishes transparency, impartiality, and verifiability principles for audience measurement systems, requires disclosure of methodology to media service providers and advertisers, encourages codes of conduct with independent audits, and mandates exchange of best practices through dialogue between regulators and industry stakeholders.",ALIGNED,"ERGA's pre-proposal text explicitly advocates for EU-level actions including setting out principles to enhance transparency, objectivity and inclusiveness of audience measurement, ensuring independent auditing, and providing a forum for exchange of best practices — all of which are directly delivered by Article 23's requirements on transparency principles (para. 1), methodology disclosure (para. 2), codes of conduct with independent audits (para. 3), and best practice exchange through the Board (para. 5). The provision responds concretely and specifically to the directions ERGA advocated for.",3,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,24,Allocation of state advertising,0.890679,"Requires public authorities to allocate state advertising according to transparent, objective, proportionate and non-discriminatory criteria, mandates public disclosure of advertising expenditure, and assigns national regulatory authorities to monitor state advertising allocation.",ALIGNED,"ERGA explicitly advocates for EU-level actions including reporting obligations, monitoring of state advertising, general standards, and detailed criteria for allocation — all of which are directly delivered by Article 24 through its transparency requirements, disclosure mandates, non-discriminatory criteria, and NRA monitoring role. The org's identified concerns about non-transparent and discriminatory allocation of state advertising are squarely addressed by the provision's concrete requirements.",4,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,25,Monitoring exercise,0.868529,"Establishes an independent annual monitoring exercise of the internal media market, including media concentration, foreign information manipulation, resilience, and editorial independence, with results made publicly available.",ALIGNED,"ERGA explicitly advocates for safeguarding media pluralism, independence, and the functioning of the internal media market, citing concerns about interference in ownership, management, and editorial independence — the exact subjects the monitoring provision targets. The provision takes concrete action in the direction ERGA advocates by establishing systematic, independent oversight of media concentration, editorial independence, and resilience, directly responding to the concerns ERGA raised about threats to media pluralism and independence across the EU.",5,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,26,Evaluation and reporting,0.840878,"Requires the Commission to evaluate the Regulation every four years and report to EU institutions, taking into account positions from Member States, the Board, and monitoring findings.",NOISE,"The organisation's text contains no substantive advocacy position whatsoever — it is purely administrative/boilerplate text about privacy settings and publication options for a public consultation response. There is no directional stance on evaluation, reporting, or any other policy matter that could be compared to the provision.",1,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,4,Rights of media service providers,0.865382,"Establishes rights for media service providers to operate freely in the internal market, protects their editorial freedom from Member State interference, and requires Member States to designate an independent authority to handle complaints about breaches of these protections.",NOISE,"The org text consists entirely of survey/consultation questions (e.g., ""How do you assess...?"", ""Are you aware of cases...?"") with no substantive advocacy position or directional stance on any specific mechanism. There is no expressed view on what the provision should or should not do — it is purely administrative/background consultation text with no specific ask that can be evaluated against the provision.",1,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,5,Safeguards for the independent functioning of public service media providers,0.882957,"Establishes safeguards for public service media independence, including impartial information provision, transparent appointment/dismissal procedures for management, adequate and stable financial resources, and monitoring by independent authorities.",ALIGNED,"ERGA explicitly advocated for a light principle-based framework covering general governance principles, transparency and independence requirements for appointment/dismissal procedures, and permanent allocation of dynamic resources with sufficient predictability — all of which are directly delivered by Article 5's requirements on transparent appointment/dismissal procedures, adequate and stable financial resources, and independent monitoring mechanisms. The provision acts precisely in the direction ERGA advocated, even matching the ""light principle-based"" approach by setting framework-level rules rather than prescriptive detail.",4,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,6,Duties of media service providers providing news and current affairs content,0.875071,"Requires media service providers offering news and current affairs content to publicly disclose their legal name, direct/indirect owners with significant shareholdings, and beneficial owners, and to take measures guaranteeing editorial independence and conflict-of-interest disclosure.",ALIGNED,"ERGA explicitly advocates for introducing obligations applicable to all media companies in the EU to disclose their ownership structure, including beneficial owners — which is precisely what Article 6(1) establishes by requiring news and current affairs media service providers to make ownership and beneficial ownership information easily accessible. The provision directly delivers the specific transparency obligation ERGA called for, making this a clear case of alignment.",6,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,7,National regulatory authorities or bodies,0.856449,"Establishes that national regulatory authorities (NRAs) are responsible for applying Chapter III of the Regulation, must meet independence and resource requirements, and have investigative powers including the ability to request information from relevant persons.",NOISE,"The org text focuses on media self-regulation, press councils, state neutrality, and third-country media influence — none of which relate to the provision's subject of NRA responsibilities, resources, and investigative powers. There is no substantive advocacy position in the org text that connects to what this provision establishes.",1,False
European Regulators Group for Audiovisual Media Services - ERGA,,hys_feedback,0,0,0,article,8,European Board for Media Services,0.842068,Establishes the European Board for Media Services as a new body that replaces and succeeds ERGA.,ALIGNED,"ERGA explicitly acknowledges that its current institutional set-up is insufficient given rapidly evolving market conditions and cross-border players, implying a need for a strengthened or reformed body. The provision directly responds to this by replacing ERGA with a new, formally established Board (the European Board for Media Services), which represents a concrete institutional upgrade in the direction ERGA advocated for.",3,False
MFE - Media for Europe N.V.,,hys_feedback,0,0,0,article,23,Audience measurement,0.88614,"Article 23 establishes binding principles for audience measurement systems (transparency, impartiality, inclusiveness, proportionality, non-discrimination, verifiability), requires proprietary system providers to share detailed methodology information with media service providers and advertisers, and promotes codes of conduct including independent and transparent audits.",ALIGNED,"MFE explicitly advocated for including key principles in the EMFA guiding audience measurement — specifically transparency, verifiable data, and third-party audits — and for guaranteeing broadcasters' access to data related to their services. Article 23 directly delivers on these asks by codifying transparency and verifiability as binding principles, requiring methodology disclosure to media service providers and their authorised third parties, and promoting independent and transparent audits through codes of conduct.",2,False
Media Defence,,hys_feedback,0,0,0,article,3,Rights of recipients of media services,0.840968,"Establishes the right of recipients of media services in the Union to receive a plurality of news and current affairs content produced with respect for editorial freedom, to the benefit of public discourse.",NOISE,"The organisation's text is a collection of legal citations and references to international instruments (ECHR, ICCPR, Council of Europe recommendations, ECJ case law) describing the existing legal framework around freedom of expression and media pluralism, with no specific directional advocacy position on what the provision should or should not do. It reads as background/descriptive legal context rather than a concrete ask, making it boilerplate rather than substantive advocacy.",1,False
News Media Europe,577812220311-81,hys_feedback,6,6,0,article,15,Guidance on media regulation matters,0.862552,"Requires the Board to assist the Commission in providing expertise on making information accessible on the ownership structure of media service providers, as provided under Article 5(2) of Directive 2010/13/EU.",UNDETECTABLE,"News Media Europe explicitly addresses media ownership transparency, arguing that existing AVMS Directive rules should be properly implemented and enforced rather than new provisions being created. Article 15 tasks the Board with providing expertise to assist the Commission on ownership structure transparency under the existing AVMS Directive — which could be seen as aligned with the org's call for better enforcement of existing rules, but could equally be seen as creating a new EU-level oversight mechanism the org might oppose as unnecessary. The direction of the provision relative to the org's position is genuinely ambiguous.",1,False
News Media Europe,577812220311-81,hys_feedback,6,6,0,article,17,Content of media service providers on very large online platforms,0.866402,"Establishes a self-declaration mechanism for media service providers on very large online platforms and requires those platforms to provide prior notice, priority complaint handling, and meaningful dialogue before restricting or suspending media content, along with annual transparency reporting.",OPPOSING,"News Media Europe explicitly argued that content moderation issues should be addressed through the DSA rather than the MFA, and that the MFA should remain a ""market-level instrument"" and avoid adding ""an additional layer of content regulation."" Article 17 does precisely what the organisation opposed: it embeds content moderation safeguards for media providers directly into the MFA, creating a new layer of platform obligations regarding media content that the organisation said should not be in this instrument.",1,False
News Media Europe,577812220311-81,hys_feedback,6,6,0,article,23,Audience measurement,0.878555,"Establishes transparency, impartiality, and verifiability principles for audience measurement systems, requires proprietary providers to share methodology information freely with media service providers and advertisers, and encourages industry self-regulation through codes of conduct.",ALIGNED,"News Media Europe specifically advocates for transparency, trustworthiness, and independence in audience measurement, affordable access for small and medium publishers, and industry self-regulation — all of which are directly addressed by Article 23's requirements for transparency/verifiability principles, free disclosure of methodology to media service providers, and encouragement of industry codes of conduct. The provision acts concretely in the same direction the organisation advocated for.",3,False
News Media Europe,577812220311-81,hys_feedback,6,6,0,article,24,Allocation of state advertising,0.86357,"Requires that public advertising funds allocated to media service providers follow transparent, objective, proportionate, and non-discriminatory criteria, with mandatory public disclosure of advertising expenditure details by public authorities.",ALIGNED,"News Media Europe explicitly advocates for ""full transparency over the allocation of state advertising"" and argues that state advertising should not be allocated on ""arbitrary criteria"" or used as ""anti-competitive, selective state aid."" The provision directly delivers on these asks by mandating transparent, objective, non-discriminatory criteria for awarding state advertising and requiring detailed public disclosure of advertising expenditure — concrete actions in the exact direction the organisation advocated for.",1,False
Spitzenorganisation der Filmwirtschaft e.V. (SPIO),314741112399-87,hys_feedback,0,0,0,article,1,Subject matter and scope,0.857817,"Establishes the scope of the European Media Freedom Act, creating common rules for the internal media market including the European Board for Media Services, while preserving existing EU legal instruments.",OPPOSING,"SPIO explicitly states it sees no need for additional European regulation of media diversity (""sieht die SPIO keinen Bedarf an zusätzlicher europäischer Regulierung""), whereas this provision establishes a new EU-level regulatory framework (the European Media Freedom Act) with common rules and a new European Board for Media Services. The provision directly creates the additional European regulation that SPIO argues is unnecessary.",1,False
Twitter International Company,394491614001-72,hys_feedback,0,0,0,article,2,Definitions,0.859112,"Establishes definitions for key terms used in the regulation, including 'media service', 'media service provider', 'editorial responsibility', 'provider of very large online platform', and others relevant to the scope of the European Media Freedom Act.",ALIGNED,"Twitter explicitly advocates for more nuanced and granular distinctions between different types of media actors and online platforms in the EMFA's definitional framework, arguing that the Commission should avoid conflating different platform types. The provision directly responds to this by establishing specific definitions that distinguish between 'media service providers' (with editorial responsibility) and 'providers of very large online platforms' (defined by reference to the DSA), reflecting the kind of conceptual separation Twitter urged. This is a clear case of the org making a specific ask about definitional scope and the provision acting in that direction.",1,False
Twitter International Company,394491614001-72,hys_feedback,0,0,0,article,24,Allocation of state advertising,0.881079,"Requires public authorities to allocate state advertising through transparent, objective, and non-discriminatory procedures, and mandates yearly public disclosure of advertising expenditure details by public authorities, with national regulatory bodies monitoring compliance.",ALIGNED,"Twitter explicitly advocates that the primary obligation for transparency on state advertising allocation — including criteria, amounts, and beneficiaries — should lie with governmental bodies rather than media players, and that any obligations on media players should be proportionate. Article 24 places the disclosure and transparency obligations squarely on public authorities (governments, state-owned enterprises, regulatory bodies), directly reflecting Twitter's stated position. This is a clear specific tie between the org's advocacy and the provision's concrete action.",1,False
Vodafone,90142503473-81,hys_feedback,0,0,0,article,13,Structured cooperation,0.857894,"Establishes a structured cooperation mechanism between national regulatory authorities, including procedures for requesting mutual assistance, timelines for responses, and Board involvement when disputes arise.",OPPOSING,"Vodafone explicitly states there is ""no need to strengthen ERGA's current institutional set-up"" and that national regulators already ""cooperate in an effective and sufficient way,"" advocating instead for the Commission to drive better coordination rather than creating new formal structures. The provision does the opposite by establishing a detailed, binding structured cooperation mechanism with mandatory timelines, Board oversight, and escalation procedures — precisely the kind of strengthened institutional framework Vodafone argued against.",1,False
Vodafone,90142503473-81,hys_feedback,0,0,0,article,14,Requests for enforcement of obligations by video-sharing platforms,0.852876,"Establishes a cross-border enforcement cooperation mechanism between national regulatory authorities for video-sharing platform obligations, including a mediation and opinion process via the Board.",UNDETECTABLE,"Vodafone explicitly identifies a lack of enforcement agreements between EU Member States (e.g., on protection of minors) as the key obstacle to regulatory cooperation, and calls on the Commission to drive better coordination between national authorities — which is directionally related to what Article 14 establishes. However, Vodafone also argues against strengthening ERGA's institutional set-up, while Article 14 creates a formal Board-mediated enforcement mechanism, making it genuinely unclear whether the provision satisfies or contradicts Vodafone's position.",1,False
Vodafone,90142503473-81,hys_feedback,0,0,0,article,16,Coordination of measures concerning media service providers established outside the Union,0.866421,Establishes a coordination mechanism through the Board for national regulatory authorities to address media services from providers outside the Union that pose risks to public security and defence.,OPPOSING,"Vodafone explicitly argues against strengthening ERGA's institutional setup or creating new coordination bodies, preferring that the European Commission drive better coordination between national regulators rather than a new Board-level mechanism. The provision creates exactly such a Board-level coordination structure (the European Board for Media Services) to coordinate national regulatory measures, which directly contradicts Vodafone's stated position that no new institutional strengthening is needed.",1,False
Vodafone,90142503473-81,hys_feedback,0,0,0,article,19,Right of customisation of audiovisual media offer,0.844618,"Establishes a user right to easily change default settings on devices/user interfaces to customise their audiovisual media offer, and requires manufacturers/developers to include such functionality when placing devices on the market.",NOISE,"The org text is largely introductory and descriptive, noting Vodafone's role as a pan-European TV provider and broadly describing the evolving media landscape and changing user expectations. It does not express any specific directional advocacy position on user customisation rights or default-setting requirements for devices — it contains no specific ask that could be evaluated against this provision.",1,False
Vodafone,90142503473-81,hys_feedback,0,0,0,article,22,Opinions on media market concentrations,0.867686,"Establishes a mechanism whereby the European Media Board can draw up opinions on media market concentrations affecting the internal market, and the Commission may issue its own opinion, with both made publicly available.",NOISE,"Vodafone's text is introductory and contextual, describing the evolving media landscape and digitisation trends without taking any specific directional stance on whether a Board opinion mechanism for media market concentrations should exist, be strengthened, or be limited. The text expresses no specific advocacy position on this provision's subject matter — it is background framing with no actionable stance.",1,False
Vodafone,90142503473-81,hys_feedback,0,0,0,article,23,Audience measurement,0.872476,"Establishes mandatory principles (transparency, impartiality, inclusiveness, proportionality, non-discrimination, verifiability) for audience measurement systems, requires proprietary providers to share methodology information, and encourages codes of conduct and best-practice exchanges.",ALIGNED,"Vodafone explicitly advocates that audience measurement criteria should be transparent, inclusive, and proportionate — the exact principles enshrined in Article 23(1) — and opposes a single mandatory European measurement tool, which the provision does not create. The provision's approach of harmonising principles rather than imposing a single EU-wide tool directly mirrors Vodafone's stated position, making this a clear alignment on both the direction and the mechanism chosen.",1,False
ZVEI e.V. - Verband der Elektro- und Digitalindustrie,94770746469-09,hys_feedback,0,0,0,article,1,Subject matter and scope,0.862274,"Establishes the subject matter and scope of the regulation, including its relationship to other EU legislative instruments (DSA, DMA, etc.) and the possibility for Member States to adopt more detailed rules in certain fields.",ALIGNED,"The organisation explicitly advocates for a precise and proportionate scope of application that is consistent with existing EU terminology and aligned with the Digital Markets Act and Digital Services Act. The provision directly addresses scope, explicitly delineates the regulation's relationship with the DSA and DMA, and limits Member State rules to specific chapters — all of which respond to the org's call for clarity, consistency with existing EU frameworks, and avoidance of overlapping/conflicting regulations.",1,False
