id,component,ai_response_id,label,error_category,notes,labeled_at,relabel_round,meeting_text,meeting_date,procedure_id,procedure_title,match_confidence,matched_alias,org_stub_name,org_candidate_name,org_candidate_tr_id,org_country,org_category,org_fuzzy_score,ai_match_confidence,ai_reasoning,all_candidates_json,source_table
,org,org_fa0436bca85153f4,uncertain,,auto:Stub lacks country; could be Finnish federation but ambiguous.,2026-05-04T07:32:16.229992+00:00,0,,,,,,,Federation of the Brewing and Soft Drinks Industry,Federation of the Finnish Brewing and Soft Drinks Industry,701945397344-77,Finland,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_92b23b9aa6a9c998,correct,,auto:Acronym SRF matches full Swedish name.,2026-05-04T07:32:16.229992+00:00,0,,,,,,,Skärgårdarnas Riksförbund SRF,Skärgårdarnas Riksförbund,699859648563-79,Sweden,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_c4f1054275329256,correct,,auto:APARTUR acronym matches full Spanish name.,2026-05-04T07:32:16.229992+00:00,0,,,,,,,APARTUR - Asociación de apartamentos turísticos de Barcelona,Asociación de Apartamentos Turísticos de Barcelona,2423058100959-83,Spain,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_62c5ece6683b58f2,uncertain,,auto:FUB is too generic an acronym to confirm Freie Universität Berlin.,2026-05-04T07:32:16.229992+00:00,0,,,,,,,FUB,Freie Universität Berlin,532660840601-45,Germany,Academic institutions,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_18e3d7b4db807a1b,uncertain,,auto:LCA acronym is ambiguous without more context.,2026-05-04T07:32:16.229992+00:00,0,,,,,,,LCA,La Coopération Agricole,9447162467-70,France,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_d78f000c06cdafdd,correct,,auto:Team NB is the known brand of this association.,2026-05-04T07:32:16.229992+00:00,0,,,,,,,Team NB European Association of Medical Devices Notified Bodies,The European Association of Medical Devices – Notified Bodies,731188910513-57,Belgium,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_c91af5fe421413cd,correct,,auto:AMETIC is the acronym for this Spanish association.,2026-05-04T07:32:22.563652+00:00,0,,,,,,,AMETIC,"Asociación Multisectorial de Empresas de la Electrónica, las Tecnologías de la Información y la Comunicación, de las Telecomunicaciones y de los Contenidos Digitales",240327652351-26,Spain,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_d895bf465d91aa7b,correct,,auto:Identical name with reordered components.,2026-05-04T07:32:22.563652+00:00,0,,,,,,,Associazione Nazionale delle Cooperative Agroitticoalimentari per lo Sviluppo Rurale e Costiero - LEGACOOP AGROALIMENTARE,LEGACOOP AGROALIMENTARE - Associazione Nazionale delle Cooperative Agroitticoalimentari per lo Sviluppo Rurale e Costiero,532112149350-36,Italy,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_9297a14dbda97dac,correct,,auto:Stub includes a person's name alongside the organisation EGEC.,2026-05-04T07:32:22.563652+00:00,0,,,,,,,Sanjeev Kumar - European Geothermal Energy Council,European Geothermal Energy Council,11458103335-07,Belgium,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_c70fc9c3fceccc76,correct,,auto:CECU is the acronym for Federación de Consumidores y Usuarios.,2026-05-04T07:32:22.563652+00:00,0,,,,,,,Federación de Consumidores y Usuarios CECU,Federación de Consumidores y Usuarios,175984826826-67,Spain,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_6e24347ae6ce9914,correct,,"auto:Same entity, trivial spacing difference in e.V.",2026-05-04T07:32:22.563652+00:00,0,,,,,,,Europäische Bewegung Deutschland e. V.,Europäische Bewegung Deutschland e.V.,028179432513-92,Germany,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_337f8b83a153c780,correct,,auto:ver.di is the acronym/short form of Vereinte Dienstleistungsgewerkschaft.,2026-05-04T07:32:22.563652+00:00,0,,,,,,,ver.di - Vereinte Dienstleistungsgewerkschaft,Vereinte Dienstleistungsgewerkschaft,16178359495-57,Germany,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_70ef0903baa50e7a,correct,,auto:DUFAS is the acronym for Dutch Fund and Asset Management Association.,2026-05-04T07:32:22.563652+00:00,0,,,,,,,DUFAS Dutch Fund and Asset Management Association,Dutch Fund and Asset Management Association,220401741522-57,Netherlands,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_ddf1a26fd9e8cbb4,correct,,auto:Stichting is just the Dutch legal form prefix.,2026-05-04T07:32:22.563652+00:00,0,,,,,,,Health Action International,Stichting Health Action International,44361352681-84,Netherlands,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_53caa15a3ab0a30f,correct,,auto:FH is the acronym for Fagbevægelsens Hovedorganisation.,2026-05-04T07:32:22.563652+00:00,0,,,,,,,FH - Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,18082924076-29,Denmark,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_9436c79055c2678c,correct,,auto:VENPH is the acronym for the same Flemish organisation.,2026-05-04T07:32:22.563652+00:00,0,,,,,,,Vlaams Europees Netwerk Personen met een Handicap - VENPH,Vlaams Europees Netwerk Personen met een Handicap,720430893553-61,Belgium,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_f83122779cb1e665,correct,,"auto:Same organisation, just with 'The' prefix.",2026-05-04T07:32:31.258982+00:00,0,,,,,,,Brewers of Europe,The Brewers of Europe,81610896372-23,Belgium,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_3881b094b71ce6d2,correct,,"auto:Same coordination body, slight name variation.",2026-05-04T07:32:31.258982+00:00,0,,,,,,,European Coordination of Committees for Palestine,European Coordination of Committees and Associations for Palestine,494028511793-88,Belgium,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_b3ae7adae06d8dbd,correct,,auto:IAG is the common name for International Consolidated Airlines Group.,2026-05-04T07:32:31.258982+00:00,0,,,,,,,International Airlines Group,International Consolidated Airlines Group,60340504060-88,United Kingdom,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_fe8dac5e0b656d76,correct,,"auto:Same federation, 'Representative' is a descriptor.",2026-05-04T07:32:31.258982+00:00,0,,,,,,,Representative European Federation of Building Societies,European Federation of Building Societies,33192023937-30,Belgium,"Other organisations, public or mixed entities",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_13294b6d0a98a22b,correct,,auto:SOK is the Finnish acronym for Suomen Osuuskauppojen Keskuskunta.,2026-05-04T07:32:31.258982+00:00,0,,,,,,,SOK,Suomen Osuuskauppojen Keskuskunta,201839244725-10,Finland,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_409a8f7e2f204089,uncertain,,auto:Stub 'the Ambassador' is too generic to confirm match.,2026-05-04T07:32:31.258982+00:00,0,,,,,,,the Ambassador,Association Ambassador,6872156102187-39,Belgium,Professional consultancies,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_d5ed24e1900e54c4,wrong,subsidiary_confusion,auto:Brandenburg regional branch vs. national federation are different entities.,2026-05-04T07:32:31.258982+00:00,0,,,,,,,Familienbetriebe Land und Forst Brandenburg e.V.,Familienbetriebe Land und Forst e.V.,468977497030-46,Germany,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_11bc1ff0b34445aa,correct,,auto:ACT is the standard acronym for Association of Commercial Television.,2026-05-04T07:32:31.258982+00:00,0,,,,,,,ACT,Association of Commercial Television and Video on Demand Services in Europe,18574111503-28,Belgium,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_feb2dc92dd90d22b,correct,,"auto:Same IRG entity, BEREC reference noted.",2026-05-04T07:32:31.258982+00:00,0,,,,,,,Independent Regulators Group|BEREC|BEREC,Independent Regulators Group,956977911529-35,Belgium,"Other organisations, public or mixed entities",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_bb775132e479b991,correct,,"auto:EAMBES acronym matches, trivial singular/plural difference.",2026-05-04T07:32:31.258982+00:00,0,,,,,,,"EAMBES, European Alliance of Medical and Biological Engineering and Sciences",European Alliance of Medical and Biological Engineering and Science,3517040102002-33,Belgium,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_bcd361f32e7055a9,correct,,"auto:Same Finnish federation, native name included.",2026-05-04T07:32:37.376452+00:00,0,,,,,,,The Finnish Forest Industries Federation,Finnish Forest Industries Federation (Metsäteollisuus ry),39671713910-36,Finland,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_7fc34e730465d79d,correct,,auto:Trivial article variation of the same French group.,2026-05-04T07:32:37.376452+00:00,0,,,,,,,Groupement Mousquetaires,Groupement Les Mousquetaires,058425237463-83,France,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_21b60afc633c267d,correct,,auto:Acronym ISD matches full name.,2026-05-04T07:32:37.376452+00:00,0,,,,,,,Institute for Strategic Dialogue – ISD,Institute for Strategic Dialogue,526652638892-04,United Kingdom,Think tanks and research institutions,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_ea5ab7111225b58d,correct,,auto:Same Polish defense group with legal suffix.,2026-05-04T07:32:37.376452+00:00,0,,,,,,,PGZ Polska Grupa Zbrojeniowa,Polska Grupa Zbrojeniowa S.A.,804644243175-65,Poland,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_18887b2b8c5e7e91,correct,,auto:Identical name with spacing variation.,2026-05-04T07:32:37.376452+00:00,0,,,,,,,Bundesverband der Deutschen Kalkindustrie e. V.,Bundesverband der Deutschen Kalkindustrie e.V.,492140618689-61,Germany,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_cc82b6ef06c83cca,correct,,auto:PBI prefix refers to same Tony Blair Institute.,2026-05-04T07:32:37.376452+00:00,0,,,,,,,PBI: Tony Blair Institute for Global Change,Tony Blair Institute for Global Change,820300530953-18,United Kingdom,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_479bcb28488fea2a,correct,,"auto:Same association, only 'The' differs.",2026-05-04T07:32:37.376452+00:00,0,,,,,,,The European Cigar Manufacturers Association,European Cigar Manufacturers Association,92802501097-37,Belgium,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_18cf3df082b05e6f,correct,,auto:Same Dutch farmer organisation.,2026-05-04T07:32:37.376452+00:00,0,,,,,,,Agractie,Agractie Nederland,8919391103646-49,Netherlands,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_80a711b83926ad98,correct,,"auto:Same EFFAT federation, word order variation.",2026-05-04T07:32:37.376452+00:00,0,,,,,,,"European Federation of Trade Unions in the Food, Agriculture and Tourism","European Federation of Food, Agriculture and Tourism Trade Unions",33130841043-14,Belgium,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_3ee7ba60a1fce624,correct,,auto:Acronym TBCT matches full name.,2026-05-04T07:32:37.376452+00:00,0,,,,,,,Transforming Breast Cancer Together - TBCT,Transforming Breast Cancer Together,534472141591-89,Belgium,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_5bf02f29fbfdbb15,uncertain,,auto:FGV Law School is a specific school within Fundação Getulio Vargas; could be acceptable as parent entity but is technically a sub-unit.,2026-05-04T07:32:44.871267+00:00,0,,,,,,,Fundação Getulio Vargas Law School,Fundação Getulio Vargas,3583544100125-64,Brazil,Academic institutions,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_db48d6793c391bf4,correct,,"auto:Same Swedish company, just missing legal suffix AB.",2026-05-04T07:32:44.871267+00:00,0,,,,,,,Ingrid Capacity AB,Ingrid Capacity,4890962102541-20,Sweden,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_31bdfe018e948145,correct,,auto:NABU is the acronym for Naturschutzbund Deutschland e.V.,2026-05-04T07:32:44.871267+00:00,0,,,,,,,NABU (Naturschutzbund Deutschland) e.V.,Naturschutzbund Deutschland e.V.,0285583802-96,Germany,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_c401e44e740109b2,correct,,auto:HDE is the acronym for Handelsverband Deutschland.,2026-05-04T07:32:44.871267+00:00,0,,,,,,,Handelsverband Deutschland - HDE,Handelsverband Deutschland,31200871765-41,Germany,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_14d5347c640f1d4f,correct,,"auto:Same organisation, only differs by leading article 'The'.",2026-05-04T07:32:44.871267+00:00,0,,,,,,,The World Uyghur Congress,World Uyghur Congress,25155107085-31,Germany,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_6cc901440d35dadf,correct,,auto:Identical name with 'and' vs '&'.,2026-05-04T07:32:44.871267+00:00,0,,,,,,,International Movement for Peace and Coexistence,International Movement for Peace & Coexistence,397430646661-48,Belgium,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_6342b77374569f13,correct,,"auto:Same entity, only punctuation/ampersand differences.",2026-05-04T07:32:44.871267+00:00,0,,,,,,,Centre for Democracy and Technology Europe,"Centre for Democracy & Technology, Europe",57305017757-64,Belgium,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_f66eb15818cffd98,correct,,"auto:Same organisation, 'and' vs '&'.",2026-05-04T07:32:44.871267+00:00,0,,,,,,,Food and Water Action Europe,Food & Water Action Europe,42119616334-41,United States,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_ca299a29f256b367,wrong,wrong_entity,auto:SPEA S.p.A. is an Italian company; SPEA acronym for Portuguese bird NGO is unrelated despite shared acronym.,2026-05-04T07:32:44.871267+00:00,0,,,,,,,SPEA S.p.A.,Sociedade Portuguesa para o Estudo das Aves,804038916027-32,Portugal,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_06c3f180e77d2306,correct,,"auto:Same Brussels-based coalition, just word order rearranged.",2026-05-04T07:32:44.871267+00:00,0,,,,,,,Energy Savings Coalition,The Coalition for Energy Savings,72911566925-69,Belgium,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_898aa0751319054d,correct,,"auto:ASF is the French association des sociétés financières, matches.",2026-05-04T07:32:51.527144+00:00,0,,,,,,,Association des sociétés financières,Association française des sociétés Financières,97303386616-87,France,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_898a5d1f389c87eb,correct,,"auto:Same entity, word order swapped.",2026-05-04T07:32:51.527144+00:00,0,,,,,,,AI Mistral,Mistral AI,539437350687-42,France,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_d5c03f3816853517,correct,,auto:Stichting is Dutch legal form for the same NGO.,2026-05-04T07:32:51.527144+00:00,0,,,,,,,Global Human Rights Defence,Stichting Global Human Rights Defence,5584974100354-56,Netherlands,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_3cf73c3f22fffb81,correct,,"auto:Same university, word order variant.",2026-05-04T07:32:51.527144+00:00,0,,,,,,,University of Wageningen,Wageningen University,444190548135-15,Netherlands,Academic institutions,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_f2f5e7a412d57100,correct,,auto:Same NGO; CIHRS is registered in Switzerland in TR.,2026-05-04T07:32:51.527144+00:00,0,,,,,,,Cairo Institute Human Rights,Cairo Institute for Human Rights Studies,030804534968-91,Switzerland,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_b163b6e885f92667,correct,,auto:Acronym expansion of same association.,2026-05-04T07:32:51.527144+00:00,0,,,,,,,ERFA - European Rail Freight Association,European Rail Freight Association,215618129516-28,Belgium,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_b5c833eceb37b1f6,correct,,"auto:Identical name, different capitalisation.",2026-05-04T07:32:51.527144+00:00,0,,,,,,,Comité Européen des Fabricants de Sucre,COMITE EUROPEEN des FABRICANTS de SUCRE,49679062863-35,Belgium,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_8497289df8904cad,correct,,auto:FOP is the acronym for Fédération française des producteurs d'Oléagineux et de Protéagineux.,2026-05-04T07:32:51.527144+00:00,0,,,,,,,FOP,Fédération française des producteurs d'Oléagineux et de Protéagineux,729635920633-36,France,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_1a58bb5e40303206,wrong,wrong_entity,"auto:Stub says 'organisations nationales' but FEANTSA is 'Associations Nationales' - actually same entity FEANTSA, minor wording difference.",2026-05-04T07:32:51.527144+00:00,0,,,,,,,Fédération européenne des organisations nationales travaillant avec les sans-abri,Fédération Européenne d'Associations Nationales Travaillant avec les Sans-Abri,673689748475-53,Belgium,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_032e034b5ed910b5,correct,,"auto:Same Italian association, ICI is its acronym.",2026-05-04T07:32:51.527144+00:00,0,,,,,,,Imprenditori Canapa Italia – ICI,Imprenditori Canapa Italia,7237833100825-05,Italy,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_95919097b3337740,correct,,"auto:Same organisation, words reordered.",2026-05-04T07:32:58.071214+00:00,0,,,,,,,Glass Europe Alliance,GLASS ALLIANCE EUROPE AISBL,74505036439-88,Belgium,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_2163cc23a4df375b,correct,,"auto:Same Italian federation, acronym expanded.",2026-05-04T07:32:58.071214+00:00,0,,,,,,,FIVI – Federazione Italiana Vignaioli Indipendenti,Federazione Italiana Vignaioli Indipendenti,361649497837-18,Italy,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_82a773da186fe36d,uncertain,,auto:HK is too ambiguous but HK Danmark is the Danish trade union commonly referred to as HK.,2026-05-04T07:32:58.071214+00:00,0,,,,,,,HK,HK Danmark,0632290103614-89,Denmark,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_f32dc3f0b97f3a6b,correct,,auto:NCB is a J&J division; resolving to parent J&J is acceptable.,2026-05-04T07:32:58.071214+00:00,0,,,,,,,JOHNSON & JOHNSON NCB,Johnson & Johnson,75617941310-89,United States,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_5f20f88de3a52f59,correct,,auto:Stub is a typo of Eurelectric.,2026-05-04T07:32:58.071214+00:00,0,,,,,,,Eureclectric aisbl,Eurelectric aisbl,4271427696-87,Belgium,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_e63d6eefd127d977,correct,,"auto:Same Italian trade union, acronym expanded.",2026-05-04T07:32:58.071214+00:00,0,,,,,,,CGIL - Confederazione Generale Italiana del Lavoro,Confederazione Generale Italiana del Lavoro,622307424816-11,Italy,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_abf933e8fdad065e,correct,,"auto:Same company, spacing variant.",2026-05-04T07:32:58.071214+00:00,0,,,,,,,Nature works,NatureWorks LLC,97494065606-20,United States,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_26587ac3f307a24e,correct,,"auto:Same company, AMD is the acronym.",2026-05-04T07:32:58.071214+00:00,0,,,,,,,"Advanced Micro Devices, Inc.- AMD",Advanced Micro Devices,422174324438-87,United States,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_67724944435b63bc,correct,,auto:Same Irish grain growers group.,2026-05-04T07:32:58.071214+00:00,0,,,,,,,Irish Grain Growers,Irish grain growers group,9104484103035-41,Ireland,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_14e107fcdfbebef5,correct,,"auto:Same Danish association, '&' vs 'and'.",2026-05-04T07:32:58.071214+00:00,0,,,,,,,Insurance and Pension Denmark,Insurance & Pension Denmark,254563991549-25,Denmark,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_85dd497d4d1bbcd6,correct,,"auto:Same German real estate association, legal suffix omitted.",2026-05-04T07:33:04.407898+00:00,0,,,,,,,ZIA Zentraler Immobilien Ausschuss e. V,Zentraler Immobilien Ausschuss,34880145791-74,Germany,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_6665f6ed4dbb1aab,uncertain,,"auto:CAF is a very common acronym (could be Crédit Agricole, Caisse d'Allocations Familiales, etc.); cannot confirm Coalition for App Fairness.",2026-05-04T07:33:04.407898+00:00,0,,,,,,,CAF,Coalition for App Fairness,285663444286-40,United States,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_7a3c1defe2e3620d,correct,,"auto:Likely typo of Saferworld, the UK NGO.",2026-05-04T07:33:04.407898+00:00,0,,,,,,,Safeworld,Saferworld,243916092267-12,United Kingdom,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_412dd7bea674bf5d,correct,,"auto:Same organisation, acronym expanded.",2026-05-04T07:33:04.407898+00:00,0,,,,,,,TAE - Taxpayers Association of Europe,Taxpayers Association of Europe,5903604107-54,Belgium,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_de706dd0e12f4e52,correct,,auto:OriGIn is the acronym for Organisation pour un réseau international d'indications géographiques.,2026-05-04T07:33:04.407898+00:00,0,,,,,,,OriGIn,Organisation pour un réseau international d’indications géographiques,2292357633-53,Switzerland,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_522db9ee6d4df150,correct,,auto:BVMed is the acronym for Bundesverband Medizintechnologie.,2026-05-04T07:33:04.407898+00:00,0,,,,,,,BVMed: Bundesverband Medizintechnologie,Bundesverband Medizintechnologie,103122495301-83,Germany,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_386ae80a153014f4,correct,,auto:Commonly shortened name for Fondation Jérôme Lejeune.,2026-05-04T07:33:04.407898+00:00,0,,,,,,,Fondation Lejeune,Fondation Jérôme Lejeune,879970415784-92,France,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_fd955e31beda094b,correct,,"auto:Same institution, foundation legal form prefix added.",2026-05-04T07:33:04.407898+00:00,0,,,,,,,Collegio Europeo di Parma,Fondazione collegio europeo di Parma,6363752103428-20,Italy,Academic institutions,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_0845fb0a204d3e08,correct,,auto:Commonly referred to with or without 'Union'; same chamber.,2026-05-04T07:33:04.407898+00:00,0,,,,,,,European Chamber of Commerce in China,European Union Chamber of Commerce in China,592343015058-67,China,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_d6edaed474026fdb,correct,,"auto:Trivial variant (Budget vs Budgeting), same network.",2026-05-04T07:33:04.407898+00:00,0,,,,,,,European Gender Budget Network,European Gender Budgeting Network,6521982103483-76,Austria,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_9f9db7a843aa5d02,correct,,auto:FEBEA is the standard acronym for Fédération Européenne de Finances et Banques Ethiques et Alternatives.,2026-05-04T07:33:11.604840+00:00,0,,,,,,,FEBEA,Fédération Européenne de Finances et Banques Ethiques et Alternatives,423942616222-03,Belgium,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_0040394267513c5c,correct,,auto:Stub includes the acronym Federauto plus the full Italian name matching the TR entity.,2026-05-04T07:33:11.604840+00:00,0,,,,,,,Federauto - Federazione Italiana Concessionari Auto,Federazione Italiana Concessionari Auto,266256033381-93,Italy,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_4d9e140ef079bebe,correct,,auto:'Le Groupe SEB' is the French article form of GROUPE SEB.,2026-05-04T07:33:11.604840+00:00,0,,,,,,,Le Groupe SEB,GROUPE SEB,632811850902-48,France,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_adedb7bc4822545c,uncertain,,"auto:PMI is highly ambiguous (could be Philip Morris International, SMEs, etc.).",2026-05-04T07:33:11.604840+00:00,0,,,,,,,PMI,Project Management Institute,780098096468-01,United States,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_39d7b857c2fbdca4,correct,,"auto:CD Projekt Red is the game studio division of CD PROJEKT S.A., commonly treated as same entity.",2026-05-04T07:33:11.604840+00:00,0,,,,,,,CD Projekt Red,CD PROJEKT S.A.,508733799558-10,Poland,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_6af4d7e6a6dc2659,correct,,auto:EMB is the standard acronym for European Milk Board.,2026-05-04T07:33:11.604840+00:00,0,,,,,,,EMB,European Milk Board,45338982456-46,Belgium,Trade unions and professional associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_299de1eda3866723,correct,,"auto:Same association, only '&' vs 'and' difference.",2026-05-04T07:33:11.604840+00:00,0,,,,,,,EFPRA - European Fat Processors and Renderers Association,European Fat Processors & Renderers Association,402216719647-87,Netherlands,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_5d0536af2b41ef3d,correct,,auto:EVU is the recognised acronym for European Vegetarian Union.,2026-05-04T07:33:11.604840+00:00,0,,,,,,,EVU,European Vegetarian Union,109356110578-03,Germany,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_eb4ae132b474c5f4,correct,,auto:Fundatia is the Romanian legal form prefix; same Romanian Business Leaders organisation.,2026-05-04T07:33:11.604840+00:00,0,,,,,,,Romanian Business Leaders association,Fundatia Romanian Business Leaders,5794857103448-71,Romania,"Non-governmental organisations, platforms and networks and similar",n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_9491a802c54b83a0,correct,,"auto:CSR prefix indicates a CSR-related submission by Exide Technologies, same company.",2026-05-04T07:33:11.604840+00:00,0,,,,,,,CSR – EXIDE TECHNOLOGIES,Exide Technologies,582319849048-74,France,Companies & groups,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
,org,org_24bfe1d551f975b8,correct,,auto:UEPG is the acronym for Aggregates Europe.,2026-05-04T07:33:17.537514+00:00,0,,,,,,,Aggregates Europe - UEPG,Aggregates Europe,15340821653-49,Belgium,Trade and business associations,n/a (production decision),high,(production decision; reasoning not persisted),,organizations
