stub_id,stub_name,tr_id,tr_name,tr_acronym,confidence,reasoning,action
org_7dbf4d613d597014,HIVA/KUL,751614225847-05,"Česká společnost AIDS pomoc, z.s.",ČSAP,Czech Republic,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_3ca874075b4530a0,DG JUST (APA only),488265146732-81,The APA Association,APARMA,Netherlands,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_88d04fc095276952,Plateforme pour la RSE,250364849973-06,Notre Affaire à Tous,NAAT,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_18fc99d9b2801e63,Netwerk tegen armoede,3751847100922-05,Vlaams Netwerk tegen Armoede,NtA,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_ce9cc1d0f045426c,EIT Governing Board,503911752667-36,EIT Manufacturing,EITM,France,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_07ca5b72c59e0ba7,UNAF,707623429912-68,Fundación de Familias Monoparentales Isadora Duncan,,Spain,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_40a37f2ed896e61b,Inno Energy,201800699775-22,Mecaware,MCW,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_0b802f931d48d33f,CEE Bank Watch,771241237007-83,PRM-CEE Kft.,PRM-CEE,Hungary,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_8e2a3be7c030ca33,SUOLO EUROPA,853288293883-30,Nyt Europa,,Denmark,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_951cfe93cec7c9f1,Veblen Institute,458390435054-02,Institut Veblen pour les réformes économiques,Institut Veblen,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_bbb6ea4b3842c466,Re-Define think tank,815211615744-03,Think Tank EUROPA,TTE,Denmark,Think tanks and research institutions,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_98fbd072a035aafd,IHK,506532199080-45,IHK Niedersachsen,IHKN,Germany,"Other organisations, public or mixed entities",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_22ce862562b3e91a,Statkraft & WWF,96327066302-56,Statkraft AS,Statkraft,Norway,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_de20b11a87cda0af,WindEurope – the European Wind Energy Association,024510296982-87,Greenville Energy sp.z o.o.,,Poland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ed4e8f8dfaea0b5c,JM Madeira,0179821101498-39,3edata ingeniería ambiental sl,3edata,Spain,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_8a23bf679f8ea2e9,RTP Madeira,0179821101498-39,3edata ingeniería ambiental sl,3edata,Spain,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_863f67441ff2d424,DN Diário de Notícias da Madeira,0179821101498-39,3edata ingeniería ambiental sl,3edata,Spain,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f699d4a9db9f99b0,Europe Direct - Madeira,9435658947-27,Direct Selling Europe,DSE,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_568363c0dca0b040,Gates Venture,371567915480-41,Gates Foundation,GF,United States,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_810a004744b9fac3,European Thrombosis & Haemostasis Alliance,603220130426-56,European Thrombosis and Haemostasis Alliance,ETHA,United States,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_bcde20b2af7f3dd0,FERRER,749165840777-46,Fer de France,,France,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_508f1aebb0b1c9a2,"Hannah Sliwa, OstseeInfoCenter Eckernförde",0739660100422-92,"Farallon Capital Management, L.L.C.",,United States,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_48a9e4c073f88b01,"Mette Brix, ""Das Haus""",026176034506-09,Associazione Italiana del Credito al Consumo e Immobiliare e dei Pagamenti,Assofin,Italy,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ded5ca98c39fdb17,European Recycling Plattform,724353138289-29,REMONDIS Recycling,GmbH & Co.KG,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_7b68fed13ea39421,Flüchtlingsrat Thüringen,200660526425-31,VLF Thüringen,VLF Thueringen,Germany,Associations and networks of public authorities,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_692b3c11b5774555,Michels Bier Brauerei Hüpstedt,190180095676-36,Defence Michel Gari Consult,DMG Consult,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_acb9b15fb0bb5c29,Europa Union Plön,309943411467-94,Berbalk Communications,BC,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_fd24b81b6641f4c9,"Landesjugendring Schleswig-Holstein, Kreisjugendring Herzogtum Lauenburg",565870432116-54,Fischereischutzverband Schleswig-Holstein,,Germany,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f6792f5024727ec1,Martin-Meiners-Förderverein für Jugend- und Umweltprojekte e.V.,403948218367-36,Bayerischer Jugendring,BJR,Germany,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_cc188126dbe383a9,Umweltbundesamt,604212735960-64,Umweltbundesamt GmbH - Environment Agency Austria,EAA,Austria,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_681a143d02af4cb9,Senatskanzlei der Freien und Hansestadt Hamburg,574957327310-96,Berufsverband der Datenschutzbeauftragten Deutschlands,BvD,Germany,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_0c83d8b1a0ad75da,Climate Vulnerable Forum et CAN Europe,857059494788-19,Društvo za oblikovanje održivog razvoja (DOOR),DOOR,Croatia,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_d184aa9e7845d6a0,Groupe d'amitié PE-Kurdes,956485451710-42,Jeunes Socialisten Europeens ASBL,YES,Belgium,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_a62391fbcfa65a42,ECDC,560693115075-38,Österreichische Agentur für Gesundheit und Ernährungssicherheit GmbH,AGES,Austria,Think tanks and research institutions,Does not represent commercial interests,pending_ai,,pending
org_eaa4e9d530fdbeef,"UIMM, MEDEF",36474004071-38,"Fédération des Industries Electriques, Electroniques et de Communication",FIEEC,France,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_4dbfdf26d84b45c2,Magyar Természetvédők Szövetsége,670235597161-59,Richter Gedeon Nyrt.,Richter,Hungary,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_44f9658e573845b7,Helsinki Foundation for Human Rights in Poland,657241221166-37,Helsinki Foundation for Human Rights,HFHR,Poland,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_609370eafba25e38,Federorafi,610616152295-79,"EUROPEAN FEDERATION OF JEWELLERY, SILVERWARE, WATCHMAKING, GEMSTONES INDUSTRY AND TRADE",,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_6ed61a73cad954be,Border Communities Against Brexit,841628928852-58,DCU Brexit Institute,,Ireland,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_9e690c4fa18d4938,EU Mission of Norway to the European Union,82919556897-62,Représentation de l'Eglise Orthodoxe Roumaine auprès des Institutions européennes,EOR,Belgium,Organisations representing churches and religious communities,Does not represent commercial interests,pending_ai,,pending
org_e017900ccdc23346,Breiz Europe,263591252922-23,Viraschutz Europe,,Italy,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_2837f5ab1ddcc3bf,European Cycling Federation,762247734758-18,European Cycling Industries,ECI,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_37c0586b48fe5a65,CER aisbl - Community of European Railway and Infrastructure Companies,755383198059-26,RB Rail,RB Rail,Latvia,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_a4b560ab27f74fb9,ERA - LGBTI Equal Rights Association for Western Balkans and Turkey,906575995562-62,Nadace Forum 2000,,Czech Republic,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_d1a851a9e20b64a3,Citizens' Convention on Climate,947081040038-35,Klimatsvaret - CCL Sverige,,Sweden,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_ce3483a92364ac6c,Director of the,3958407102856-97,TRITILIA ADVISORS LLC,TTA,,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_83da6a5d1faeefb5,"Head of Legal, International & Public Affairs European Banking Federation",344894120925-87,Petri Lahesmaa Consulting,,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_d936b7c2c205c0b7,"Carl van der Horst, Director European Affairs",204793610436-15,Aliénor,AEU,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_bb87a42d726f85ab,Senior public affairs officials ING,6334497101180-49,Polaris Advisory SRL,Polaris Advisory,Belgium,Self-employed individuals,Advances interests of their clients,pending_ai,,pending
org_3643d60472ddf45b,Director European and International Affairs Dutch Banking Association,494125794652-88,Nederlandse Waterschapsbank N.V.,NWB Bank,Netherlands,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_25e70e4f590bdab3,Executive Director Association for Emissions Control by Catalyst AECC,120782844517-01,Johnson Matthey plc,JM,United Kingdom,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_00b55451816fc0d7,European League Against Rheumatism (EULAR,400815519771-38,European Leagues,,Switzerland,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_676a13260d58d562,Byggnads,9539668101759-08,SKVP Info & Service AB,SKVP,Sweden,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ffa6809431da7334,Director General of FENCA - Federation of European National Collection Associations,4994082102476-60,Związek Przedsiębiorstw Finansowych w Polsce,ZPF,Poland,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_28cb355dd37fcf48,Government Affairs Baxter,951833652068-06,KAIROS AFFAIRES PUBLIQUES,,France,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_7ea59dfb49a70b75,International Union for Road-Rail Combined Transport,49307536642-11,"UIRR, International Union for Road-Rail Combined Transport",UIRR,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_c6ae02048f5ef543,Finlands Ständiga Representation,711479593597-72,Czech Business Representation,CEBRE,Belgium,Associations and networks of public authorities,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_3da12cb8624b2d0e,Svenska Turistbussföretagen,206169898697-57,Svenska SkogsPortalen AB,,Sweden,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_d855f824c06f9a04,Norges EU-ambassadör,737289099138-45,Norges Skogeierforbund,NSF,Norway,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_2ce19de46e6a05be,EFTA,142682198500-97,IPKO Telecommunications LLC,IPKO,,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_7e3e4d7e780a057c,Region Värmland,559972435223-79,Oslo-Stockholm 2.55 AB,Oslo-Sthlm 2.55,Sweden,Associations and networks of public authorities,Does not represent commercial interests,pending_ai,,pending
org_cfb11bb36e3250ec,European Community Shipowners Association,74850577610-03,Verband Deutscher Reeder,VDR,Germany,Trade and business associations,Advances interests of their clients,pending_ai,,pending
org_62c91361847b063c,Socialdepartementet,0672447100511-57,Swecare,,Sweden,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_97ad191f252ab163,Sveriges Byggnadsindustrier,2173986102505-30,Ålandsbanken,,Finland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_822b0bd8e26baecb,Schweiz Ständiga Representation,711479593597-72,Czech Business Representation,CEBRE,Belgium,Associations and networks of public authorities,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_a6997ec75e298a03,Brittiska Ambassaden i Sverige,367987999643-56,Holmen AB,,Sweden,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_6db0b7a2723162c9,Västra Götalands EU kontor,110784191559-44,Kontor 46,K46,Italy,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_e9146889bed029cb,Sveriges EU-minister,2173986102505-30,Ålandsbanken,,Finland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9a3360af31a829a8,French Road Haulage Federation,6678051101610-33,Road Haulage Association,RHA,United Kingdom,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_1fca6daa0e2d94b9,Ungdomsfullmäktige Boden,491781141357-30,Bundesverband Boden e.V. (German Soil Association),BVB,Germany,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_7d83890cb1284a71,Agence Magnussen,076448128904-35,Agence France-Presse,AFP,France,"Other organisations, public or mixed entities",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_a0ab55daec4a2ec8,REUNIR,9761005100555-43,Saper Vedere,SV,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_c018d4e5ab3f5137,EUROSTAR,04450539336-52,Eurostar International Ltd,EIL,United Kingdom,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_cf6b1b0eae4a74d4,EUROPE SERVICE,008788051727-26,Almega,,Sweden,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_245d47856165c25e,Juhász Borbála,681044352479-62,Mathias Corvinus Collegium Brussels AISBL,MCC Brussels,Belgium,Think tanks and research institutions,Does not represent commercial interests,pending_ai,,pending
org_8ee88bba08013696,BMVI Federal Ministry Transport,667794046526-48,Global Battery Alliance,GBA,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_c947888c937bbe5d,Greenpeace Belgium,2559716102287-55,RECH,RECH,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_a108f8fe1ed3637b,Stichting Robinson Europe,767181923899-75,Nederlandse Coöperatieve Vereniging voor Makelaars en Taxateurs in onroerende goederen,NVM,Netherlands,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_45114db8420ec86a,Confederatie Bouw,79444464737-58,"11.11.11, Koepel van Internationale Solidariteit",11.11.11,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_94a08c8c80445268,EVTZ Eurodistrikt PAMINA,982361228640-41,Verband Region Rhein-Neckar,VRRN,Germany,Associations and networks of public authorities,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_cc45cd003d2bc11f,European Kidney Health Allicance,675737948512-67,Renaloo,,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_6302568efc02f44c,Federation of German Consumer Organisations,220201831871-76,Dansk e-Damper Forening,DADAFO,Denmark,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_e118d11a7f9920c4,RENAULT TRUCKS,946343776-69,RENAULT,,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f3e30a111b3c5e06,Carpass VZW,799270215914-23,Association of the European Poultry Breeders,EPB,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_220b1007c741fe95,"Al-Shabaka, The Palestinian Policy Network",251834749085-07,The Jerusalem Legal Aid and Human Rights Center,JLAC,,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_2ad073546388ea9e,European Passengers’ Federation,532739823521-44,European Passengers' Federation,EPF,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_02dcf998e981ceef,Food & Water Europe,42119616334-41,Food & Water Action Europe,FWAE,United States,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_0d3f7e6e24df8d05,EDBU   (European Deafblind Union)  FASOCIDE (Federación de Asociaciones de Personas Sordociegas de España),792847423808-38,Unión de Asociaciones de Estanqueros de España,,Spain,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f19073aa9c1f3d8f,VESUVIUS,359669851049-62,GreenWin,GW,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_740a4580804ab7c7,EURODIACONIA                                                                                  Nueva Vida,4293010684-55,Eurodiaconia,,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_21be792772c55f04,EULAR ( European League against Rheumatism),083197999686-56,Stichting ReumaNederland,ReumaNL,Netherlands,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_0fa8a4f73d06dcb8,EFFE (Federación Europea para el empleo familiar & HOMECARE),073252247105-13,FEDERACIÓN EUROPEA ONE OF US,ONE OF US,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_0adce1236244725b,INFORM GmbH,5712371100342-81,karriere.at GmbH,,Austria,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_83e802a5f897ef29,Présidente de la Fédération Française des Maisons de l’Europe et Coordinatrice du Réseau,700118911756-62,CASINO GUICHARD PERRACHON,,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_71d87b1adf6a3818,VW and Daimler,427653644807-10,Daimler Truck AG,DT AG,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_5a0ee4a6c7bb3fb5,Représentante d'ACES,6337143100158-54,Ordre des Architectes et des Ingénieurs-Conseils (Luxembourg),OAI,Luxembourg,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_0beb2ac2f8e1aeff,"Ambassadeur, Représentant permanent de l'OIF à Bruxelles",264048311507-68,Ocean Energy Europe,OEE,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_b16595fee5f3548d,Humane Society International & One Voice,053141299511-08,One Voice,,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_9f154575e442c70d,EU Mep,497532043195-28,European Equestrian Federation,EEF,Belgium,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_d580d13e5f099cda,CCI France in Brussels,569014231604-54,CCI France,CCI France,France,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_612ca8c7e38873df,Platform for Electro-mobility,747880212094-25,CHAdeMO Association,CHAdeMO,France,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_27ea0d85465cd0b3,Comité pour la liberté à Honk Kong,494028511793-88,European Coordination of Committees and Associations for Palestine,ECCP,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_fb2a9a38d518e2f2,Ubéda partners,2298011100545-26,Ascend Partners,,France,Professional consultancies,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_d6fd1143f03170e3,"Stéphane Lopez, ambassadeur de l’Organisation internationale de la Francophonie (OIF)",284609348291-29,THOFFOOD SL,,Spain,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_066514e102a06821,Gibraltars represenation vid EU,465531652777-48,Ab Yrkeshögskolan vid Åbo Akademi,Novia UAS,Finland,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_7eb4f6d43a895d61,EU:s handelskommissionär,0100181100542-61,Sveriges Sportfiske- och Fiskevårdsförbund (Sportfiskarna),,Sweden,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_5c33d4744cecb7a5,Europeiska jämställdhetsinstitutet (EIGE),552069443013-09,Stiftung Familienunternehmen und Politik,,Germany,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_b15b5de5a3514603,Södra Skogsägarna,470249249400-02,Södra Skogsägarna ekonomisk förening,Södra,Sweden,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9f740c7ba13b292b,"Madeleine Kate McGowan and Esther Michelsen Kjeldahl, activists",422913093470-34,LevFem,,Bulgaria,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_654c1a7f68ccd348,"Gianluca Esposito, Secretary General of GRECO",956977911529-35,IRG Secretary General,IRG,Belgium,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_ff110e5722dc1ec0,Hartmut Bäumer from Transparency International Germany,0014856102554-89,Transparency International España,TIE,Spain,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_7cabc468e07236d2,"Bill Browder, activist",422913093470-34,LevFem,,Bulgaria,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_e53bcf9db3d57a25,Samantha Chaitkin,151868892324-60,"Canva, Inc.",,,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9da9f2b4fa1d64c6,Angels Gimenez Bofarull of Transparency International EU 501222919-71,637008098962-65,Transparencia Mexicana A.C.,Transparencia Mexicana A.C.,,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_bc12dd9aaa0cb94e,Vitor Teixeira of Transparency International EU 501222919-71,637008098962-65,Transparencia Mexicana A.C.,Transparencia Mexicana A.C.,,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_9a318140b6eeb128,EEA and Norway Grants,787274793068-77,ITS Norway,ITSN,Norway,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_370f781d98e2a9a9,"3F, Dansk Metal & Rør og Blik",649324998135-19,Blik- og Rørarbejderforbundet,BR,Denmark,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f1ac4142ca8042f6,Vestas,769186224869-06,Vestas Wind Systems A/S,VWS,Denmark,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_2b5eeb97e185c9bf,Norwegian Embassy,937844895824-34,Sustainability Embassy in Romania,SER,Romania,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_ad86f312f5e1db3f,Grundfos,323330139138-16,SYNERGI,SYNERGI,Denmark,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_619fa8bce266b053,Asetek A/S,309044798405-64,Brunata A/S,,Denmark,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_7fe5f37336aa9435,Danish Energy Association & PKEE,818300434979-49,PGE Polska Grupa Energetyczna SA,PGE,Poland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_21ebdf87050c51a8,Young Europe,001034597151-46,YUFE - Young Universities for the Future of Europe,YUFE,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_36ffb4ce1399b1c4,Danmarks Biblioteksforening,173859292446-85,Danmarks Biavlerforening,DBF,Denmark,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_43a348aa71219734,Dansk Fjernvarme & Euroheat & Power,2263581100319-11,TREFOR Infrastruktur,,Denmark,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_13b7d54c2b0b18b7,"Christian Hansen, Coloplast, Danfoss, Grundfos, Kamstrup, Lego, Leo, Lundbeck",4773302101484-73,Coloplast A/S,,Denmark,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_150f12a7fa093fe0,Hong Kong Trade Union Confederation,477623752466-43,Hong Kong Watch,,United Kingdom,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_ad3651b0b37575b3,Belgische Federatie van Voedselbanken,640166351076-31,Vlaams Netwerk van Ondernemingen,Voka,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_3b3d2843decd2745,ATD Vierde Wereld,14200875377-44,ATD Quart Monde,ATD Quart Monde,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_b5540b328871d7ac,Christelijke Mutualiteiten,607220742401-39,Alliance Nationale des Mutualités chrétiennes - Landsbond der Christelijke Mutualiteiten,ANMC - LCM,Belgium,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_4c5469b82574990e,Paul Maassen from Open Government Partnership,681306927105-61,Open Government Partnership Secretariat,OGP,United States,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_61938c8e9a609f73,Boerenbond,38367579546-45,Boerenbond vzw,BB,Belgium,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_84e4beaff93908f3,Transparency International:,0014856102554-89,Transparency International España,TIE,Spain,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_0db958c339a9d50f,European Cyber Secuirty Organisation (ECSO),682626920265-60,Alliance pour la Confiance Numérique,ACN,France,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_0251e67cdfe4b7e9,Facebook Italia,4503895101181-49,Cosmetica Italia,CI,Italy,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_d2085b5a159aad63,Plan International,310344150876-09,Plan International EU office,,United Kingdom,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_2cbc6598ead84d77,Individual,57795906755-89,European Federation for Services to Individuals,EFSI,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9f80e1a72d4ecc3e,IFPI Greece (International Federation of the Phonographic Industry),312895414628-97,Bundesverband Musikindustrie e.V.,BVMI,Germany,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_b40ef4353b7049b5,Asociación de Empresarios del Henares,558169997200-87,"DESGUACES MONTAGUDO, S.L.",DESGUACES RENAUTO,Spain,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_fcf3206c90debbe4,Embajador Argentina ante UE,631918394823-87,Demographic Change Regions Network,DCRN,Belgium,Associations and networks of public authorities,Does not represent commercial interests,pending_ai,,pending
org_81af6ebce3a80d97,Misión de Argentina ante la UE,631918394823-87,Demographic Change Regions Network,DCRN,Belgium,Associations and networks of public authorities,Does not represent commercial interests,pending_ai,,pending
org_64cdf9cda05a73e9,Croatian State Secretariat,530736245777-80,INDELOOP Ltd.,INDELOOP,Croatia,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_3f942d1663827e65,Extrenadura Regional Authority,7382598100629-07,Associação Nacional dos Locadores de Veículos,ARAC,Portugal,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_64f08d9f0d62901c,Spanish Secretariat of State for the European Union,22553705184-17,Federation Europeenne des Communes Forestieres,FECOF,Germany,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_c5af625cdc82c629,Turkey Homeland Party,254658996267-05,iDATA Danismanlik Ve Hizmet Dis Tic AS,iDATA,,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
